Time,CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Heat Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Heat Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Cool Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Sens Cool Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Tot Cool Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Heat Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Heat Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Cool Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Sens Cool Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Tot Cool Cap [W]
00:10:00,7.502470E-02,1.661277E+03,2.833658E-01,3.470970E+03,5.382385E+03,7.502470E-02,4.395191E+03,7.502470E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.259355E+03,2.427601E-01,2.943169E+03,4.579282E+03,1.248682E-01,5.305867E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.470658E+02,1.484351E-01,1.795342E+03,2.781703E+03,7.736095E-02,3.242960E+03,3.373814E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.259355E+03,2.417050E-01,2.931391E+03,4.566250E+03,1.172823E-01,5.085634E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.470658E+02,1.588950E-01,1.912125E+03,2.906554E+03,7.736095E-02,3.242960E+03,3.373814E-02,0.000000E+00,0.000000E+00
00:20:00,7.502470E-02,1.668213E+03,2.826246E-01,3.455758E+03,5.366631E+03,7.502470E-02,4.395191E+03,7.502470E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.264613E+03,2.412000E-01,2.920494E+03,4.555249E+03,1.248685E-01,5.305877E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.501848E+02,1.473867E-01,1.780519E+03,2.765964E+03,7.736116E-02,3.242967E+03,3.373814E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.264613E+03,2.400831E-01,2.908025E+03,4.541481E+03,1.172827E-01,5.085644E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.501848E+02,1.573646E-01,1.891919E+03,2.885165E+03,7.736116E-02,3.242967E+03,3.373814E-02,0.000000E+00,0.000000E+00
00:30:00,7.502470E-02,1.675148E+03,2.819097E-01,3.440841E+03,5.351178E+03,7.502470E-02,4.395191E+03,7.502470E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.269871E+03,2.396877E-01,2.898352E+03,4.531767E+03,1.248688E-01,5.305886E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.533038E+02,1.463708E-01,1.766057E+03,2.750599E+03,7.736136E-02,3.242972E+03,3.373814E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.269871E+03,2.385166E-01,2.885278E+03,4.517354E+03,1.172830E-01,5.085654E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.533038E+02,1.559017E-01,1.872466E+03,2.864558E+03,7.736136E-02,3.242972E+03,3.373814E-02,0.000000E+00,0.000000E+00
00:40:00,7.502470E-02,1.682084E+03,2.812190E-01,3.426193E+03,5.336002E+03,7.502470E-02,4.395191E+03,7.502470E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.275129E+03,2.382207E-01,2.876716E+03,4.508807E+03,1.248691E-01,5.305894E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.564228E+02,1.453856E-01,1.751939E+03,2.735589E+03,7.736155E-02,3.242978E+03,3.373814E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.275129E+03,2.370024E-01,2.863114E+03,4.493834E+03,1.172833E-01,5.085662E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.564228E+02,1.545010E-01,1.853710E+03,2.844675E+03,7.736155E-02,3.242978E+03,3.373814E-02,0.000000E+00,0.000000E+00
00:50:00,7.502470E-02,1.689020E+03,2.805506E-01,3.411795E+03,5.321082E+03,7.502470E-02,4.395191E+03,7.502470E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.280387E+03,2.367966E-01,2.855559E+03,4.486352E+03,1.248694E-01,5.305902E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.595418E+02,1.444296E-01,1.738147E+03,2.720923E+03,7.736173E-02,3.242983E+03,3.373814E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.280387E+03,2.355376E-01,2.841503E+03,4.470895E+03,1.172836E-01,5.085671E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.595418E+02,1.531583E-01,1.835600E+03,2.825470E+03,7.736173E-02,3.242983E+03,3.373814E-02,0.000000E+00,0.000000E+00
01:00:00,7.502470E-02,1.695956E+03,2.799029E-01,3.397627E+03,5.306400E+03,7.502470E-02,4.395191E+03,7.502470E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.285644E+03,2.354135E-01,2.834859E+03,4.464382E+03,1.248696E-01,5.305910E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.626608E+02,1.435015E-01,1.724666E+03,2.706587E+03,7.736190E-02,3.242988E+03,3.373814E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.285644E+03,2.341197E-01,2.820415E+03,4.448511E+03,1.172838E-01,5.085678E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.626608E+02,1.518693E-01,1.818090E+03,2.806898E+03,7.736190E-02,3.242988E+03,3.373814E-02,0.000000E+00,0.000000E+00
01:10:00,7.502470E-02,1.700580E+03,2.792744E-01,3.385986E+03,5.294297E+03,7.502470E-02,4.395191E+03,7.502470E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.289150E+03,2.340782E-01,2.816445E+03,4.444789E+03,1.248699E-01,5.305917E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.647401E+02,1.426050E-01,1.712578E+03,2.693698E+03,7.736206E-02,3.242993E+03,3.373814E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.289150E+03,2.327538E-01,2.801660E+03,4.428550E+03,1.172841E-01,5.085686E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.647401E+02,1.506357E-01,1.802238E+03,2.790050E+03,7.736206E-02,3.242993E+03,3.373814E-02,0.000000E+00,0.000000E+00
01:20:00,7.502470E-02,1.705204E+03,2.786640E-01,3.374546E+03,5.282403E+03,7.502470E-02,4.395191E+03,7.502470E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.292655E+03,2.327892E-01,2.798549E+03,4.425743E+03,1.248701E-01,5.305923E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.668194E+02,1.417391E-01,1.700831E+03,2.681170E+03,7.736221E-02,3.242997E+03,3.373814E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.292655E+03,2.314378E-01,2.783462E+03,4.409178E+03,1.172843E-01,5.085692E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.668194E+02,1.494543E-01,1.786969E+03,2.773813E+03,7.736221E-02,3.242997E+03,3.373814E-02,0.000000E+00,0.000000E+00
01:30:00,7.502470E-02,1.709827E+03,2.780706E-01,3.363297E+03,5.270705E+03,7.502470E-02,4.395191E+03,7.502470E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.296160E+03,2.315455E-01,2.781158E+03,4.407219E+03,1.248703E-01,5.305930E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.688987E+02,1.409030E-01,1.689417E+03,2.668987E+03,7.736235E-02,3.243001E+03,3.373814E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.296160E+03,2.301703E-01,2.765806E+03,4.390367E+03,1.172845E-01,5.085699E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.688987E+02,1.483226E-01,1.772254E+03,2.758151E+03,7.736235E-02,3.243001E+03,3.373814E-02,0.000000E+00,0.000000E+00
01:40:00,7.502470E-02,1.714451E+03,2.774936E-01,3.352231E+03,5.259196E+03,7.502470E-02,4.395191E+03,7.502470E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.299665E+03,2.303463E-01,2.764265E+03,4.389216E+03,1.248705E-01,5.305936E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.709781E+02,1.400963E-01,1.678331E+03,2.657145E+03,7.736248E-02,3.243005E+03,3.373814E-02,0.000000E+00,0.000000E+00,5.687358E-02,1.299665E+03,2.289500E-01,2.748677E+03,4.372110E+03,1.172848E-01,5.085705E+03,5.687358E-02,0.000000E+00,0.000000E+00,3.373814E-02,7.709781E+02,1.472383E-01,1.758069E+03,2.743042E+03,7.736248E-02,3.243005E+03,3.373814E-02,0.000000E+00,0.000000E+00
