Time,CORE_ZN ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
18:00:00,1.054227E+03,3.208636E+03,3.578567E-02,2.829209E-01,2.751651E+03,3.330227E+03,9.340308E-02,2.936434E-01,1.689995E+03,2.077981E+03,5.736573E-02,1.832264E-01,2.565440E+03,3.237640E+03,8.708224E-02,2.854796E-01,1.689995E+03,3.284485E+03,5.736573E-02,2.896100E-01
18:10:00,1.054226E+03,3.198199E+03,3.578563E-02,2.820003E-01,2.803616E+03,3.296823E+03,9.516698E-02,2.906976E-01,1.724638E+03,2.056478E+03,5.854166E-02,1.813302E-01,2.617404E+03,3.233181E+03,8.884613E-02,2.850861E-01,1.724638E+03,3.255755E+03,5.854166E-02,2.870765E-01
18:20:00,1.054225E+03,3.186994E+03,3.578560E-02,2.810119E-01,2.855597E+03,3.260470E+03,9.693141E-02,2.874918E-01,1.759292E+03,2.033993E+03,5.971796E-02,1.793473E-01,2.669386E+03,3.232377E+03,9.061060E-02,2.850149E-01,1.759292E+03,3.217036E+03,5.971796E-02,2.836619E-01
18:30:00,1.054224E+03,3.175062E+03,3.578558E-02,2.799595E-01,2.907604E+03,3.225992E+03,9.869668E-02,2.844513E-01,1.793964E+03,2.011480E+03,6.089481E-02,1.773619E-01,2.721392E+03,3.233601E+03,9.237583E-02,2.851225E-01,1.793964E+03,3.170500E+03,6.089481E-02,2.795583E-01
18:40:00,1.054223E+03,3.162425E+03,3.578555E-02,2.788449E-01,2.959649E+03,3.190131E+03,1.004631E-01,2.812889E-01,1.828661E+03,1.988200E+03,6.207243E-02,1.753090E-01,2.773433E+03,3.229527E+03,9.414217E-02,2.847629E-01,1.828661E+03,3.113676E+03,6.207243E-02,2.745474E-01
18:50:00,1.054223E+03,3.149000E+03,3.578554E-02,2.776607E-01,3.011726E+03,3.152443E+03,1.022306E-01,2.779654E-01,1.863379E+03,1.964144E+03,6.325071E-02,1.731876E-01,2.825506E+03,3.217996E+03,9.590947E-02,2.837457E-01,1.863379E+03,3.046201E+03,6.325071E-02,2.685974E-01
19:00:00,1.054223E+03,3.134630E+03,3.578555E-02,2.763934E-01,3.063831E+03,3.112349E+03,1.039989E-01,2.744297E-01,1.898116E+03,1.937168E+03,6.442957E-02,1.708088E-01,2.877605E+03,3.197478E+03,9.767763E-02,2.819361E-01,1.898116E+03,2.963746E+03,6.442957E-02,2.613266E-01
19:10:00,1.054224E+03,3.119204E+03,3.578559E-02,2.750331E-01,3.063995E+03,3.085410E+03,1.040040E-01,2.720544E-01,1.898225E+03,1.918482E+03,6.443297E-02,1.691612E-01,2.877763E+03,3.181642E+03,9.768258E-02,2.805398E-01,1.898225E+03,2.878400E+03,6.443297E-02,2.538012E-01
19:20:00,1.054227E+03,3.102656E+03,3.578566E-02,2.735743E-01,3.064166E+03,3.057882E+03,1.040093E-01,2.696276E-01,1.898337E+03,1.899376E+03,6.443646E-02,1.674768E-01,2.877924E+03,3.155313E+03,9.768766E-02,2.782186E-01,1.898337E+03,2.782487E+03,6.443646E-02,2.453445E-01
19:30:00,1.054230E+03,3.084931E+03,3.578577E-02,2.720117E-01,3.064330E+03,3.026712E+03,1.040145E-01,2.668798E-01,1.898445E+03,1.879834E+03,6.443983E-02,1.657541E-01,2.878083E+03,3.118549E+03,9.769263E-02,2.749776E-01,1.898445E+03,2.679172E+03,6.443983E-02,2.362352E-01
19:40:00,1.054234E+03,3.066022E+03,3.578592E-02,2.703445E-01,3.064476E+03,2.994277E+03,1.040190E-01,2.640203E-01,1.898541E+03,1.859994E+03,6.444282E-02,1.640051E-01,2.878224E+03,3.074867E+03,9.769707E-02,2.711263E-01,1.898541E+03,2.571268E+03,6.444282E-02,2.267212E-01
19:50:00,1.054240E+03,3.046103E+03,3.578610E-02,2.685883E-01,3.064605E+03,2.961776E+03,1.040231E-01,2.611552E-01,1.898626E+03,1.840236E+03,6.444550E-02,1.622633E-01,2.878350E+03,3.029829E+03,9.770107E-02,2.671557E-01,1.898626E+03,2.468283E+03,6.444550E-02,2.176411E-01
20:00:00,1.054246E+03,3.025362E+03,3.578632E-02,2.667595E-01,3.064722E+03,2.931386E+03,1.040268E-01,2.584760E-01,1.898702E+03,1.821698E+03,6.444791E-02,1.606291E-01,2.878464E+03,2.986280E+03,9.770469E-02,2.633163E-01,1.898702E+03,2.377838E+03,6.444791E-02,2.096666E-01
20:10:00,1.054253E+03,3.004162E+03,3.578655E-02,2.648903E-01,3.064825E+03,2.888636E+03,1.040301E-01,2.547069E-01,1.898770E+03,1.794918E+03,6.445007E-02,1.582680E-01,2.878567E+03,2.931352E+03,9.770796E-02,2.584733E-01,1.898770E+03,2.290241E+03,6.445007E-02,2.019430E-01
20:20:00,1.054260E+03,2.982791E+03,3.578679E-02,2.630058E-01,3.064918E+03,2.847800E+03,1.040331E-01,2.511065E-01,1.898831E+03,1.769138E+03,6.445201E-02,1.559950E-01,2.878659E+03,2.880893E+03,9.771092E-02,2.540244E-01,1.898831E+03,2.215297E+03,6.445201E-02,1.953352E-01
20:30:00,1.054267E+03,2.961597E+03,3.578704E-02,2.611374E-01,3.065001E+03,2.809383E+03,1.040357E-01,2.477197E-01,1.898885E+03,1.744646E+03,6.445375E-02,1.538359E-01,2.878742E+03,2.837456E+03,9.771358E-02,2.501949E-01,1.898885E+03,2.151740E+03,6.445375E-02,1.897314E-01
20:40:00,1.054275E+03,2.940860E+03,3.578730E-02,2.593096E-01,3.065075E+03,2.773557E+03,1.040381E-01,2.445618E-01,1.898933E+03,1.721562E+03,6.445530E-02,1.518012E-01,2.878816E+03,2.800016E+03,9.771598E-02,2.468948E-01,1.898933E+03,2.099190E+03,6.445530E-02,1.850987E-01
20:50:00,1.054282E+03,2.920785E+03,3.578755E-02,2.575401E-01,3.065141E+03,2.740145E+03,1.040403E-01,2.416167E-01,1.898976E+03,1.699802E+03,6.445669E-02,1.498831E-01,2.878883E+03,2.764816E+03,9.771814E-02,2.437920E-01,1.898976E+03,2.050561E+03,6.445669E-02,1.808115E-01
21:00:00,1.054290E+03,2.901635E+03,3.578780E-02,2.558527E-01,3.065200E+03,2.708190E+03,1.040422E-01,2.388007E-01,1.899014E+03,1.678883E+03,6.445793E-02,1.480396E-01,2.878942E+03,2.730701E+03,9.772007E-02,2.407855E-01,1.899014E+03,2.004571E+03,6.445793E-02,1.767575E-01
21:10:00,1.054297E+03,2.883347E+03,3.578804E-02,2.542418E-01,3.065252E+03,2.677370E+03,1.040439E-01,2.360853E-01,1.899049E+03,1.658637E+03,6.445904E-02,1.462557E-01,2.878996E+03,2.697495E+03,9.772181E-02,2.378598E-01,1.899049E+03,1.961034E+03,6.445904E-02,1.729202E-01
21:20:00,1.054304E+03,2.865928E+03,3.578827E-02,2.527073E-01,3.065299E+03,2.647663E+03,1.040454E-01,2.334678E-01,1.899079E+03,1.639063E+03,6.446003E-02,1.445311E-01,2.879044E+03,2.665284E+03,9.772337E-02,2.350216E-01,1.899079E+03,1.919925E+03,6.446003E-02,1.692968E-01
21:30:00,1.054310E+03,2.849389E+03,3.578850E-02,2.512500E-01,3.065341E+03,2.619083E+03,1.040467E-01,2.309492E-01,1.899106E+03,1.620183E+03,6.446091E-02,1.428672E-01,2.879087E+03,2.634172E+03,9.772477E-02,2.322797E-01,1.899106E+03,1.881217E+03,6.446091E-02,1.658846E-01
21:40:00,1.054316E+03,2.833982E+03,3.578871E-02,2.498924E-01,3.065378E+03,2.591921E+03,1.040480E-01,2.285553E-01,1.899130E+03,1.602184E+03,6.446170E-02,1.412808E-01,2.879125E+03,2.604517E+03,9.772603E-02,2.296660E-01,1.899130E+03,1.845016E+03,6.446170E-02,1.626933E-01
21:50:00,1.054322E+03,2.819230E+03,3.578892E-02,2.485943E-01,3.065411E+03,2.565662E+03,1.040490E-01,2.262431E-01,1.899152E+03,1.584763E+03,6.446241E-02,1.397467E-01,2.879159E+03,2.575856E+03,9.772716E-02,2.271419E-01,1.899152E+03,1.810934E+03,6.446241E-02,1.596903E-01
22:00:00,1.054328E+03,2.805318E+03,3.578911E-02,2.473699E-01,3.065441E+03,2.540454E+03,1.040500E-01,2.240233E-01,1.899171E+03,1.568010E+03,6.446305E-02,1.382713E-01,2.879190E+03,2.548367E+03,9.772817E-02,2.247210E-01,1.899171E+03,1.778939E+03,6.446305E-02,1.568709E-01
22:10:00,1.054333E+03,2.792175E+03,3.578929E-02,2.462129E-01,3.065467E+03,2.516410E+03,1.040509E-01,2.219055E-01,1.899188E+03,1.551993E+03,6.446362E-02,1.368604E-01,2.879218E+03,2.522160E+03,9.772909E-02,2.224125E-01,1.899188E+03,1.748998E+03,6.446362E-02,1.542323E-01
22:20:00,1.054339E+03,2.779767E+03,3.578946E-02,2.451207E-01,3.065491E+03,2.493490E+03,1.040517E-01,2.198867E-01,1.899204E+03,1.536690E+03,6.446413E-02,1.355124E-01,2.879243E+03,2.497206E+03,9.772991E-02,2.202143E-01,1.899204E+03,1.720981E+03,6.446413E-02,1.517633E-01
22:30:00,1.054343E+03,2.768038E+03,3.578962E-02,2.440884E-01,3.065513E+03,2.471621E+03,1.040524E-01,2.179607E-01,1.899218E+03,1.522058E+03,6.446459E-02,1.342236E-01,2.879266E+03,2.473438E+03,9.773066E-02,2.181208E-01,1.899218E+03,1.694739E+03,6.446459E-02,1.494508E-01
22:40:00,1.054348E+03,2.756717E+03,3.578977E-02,2.430921E-01,3.065532E+03,2.450499E+03,1.040530E-01,2.161005E-01,1.899230E+03,1.507913E+03,6.446501E-02,1.329777E-01,2.879286E+03,2.450553E+03,9.773133E-02,2.161051E-01,1.899230E+03,1.669994E+03,6.446501E-02,1.472702E-01
22:50:00,1.054352E+03,2.746186E+03,3.578992E-02,2.421637E-01,3.065550E+03,2.430525E+03,1.040536E-01,2.143394E-01,1.899241E+03,1.494496E+03,6.446539E-02,1.317947E-01,2.879305E+03,2.428948E+03,9.773195E-02,2.142002E-01,1.899241E+03,1.646883E+03,6.446539E-02,1.452324E-01
23:00:00,1.054356E+03,2.736118E+03,3.579005E-02,2.412760E-01,3.065566E+03,2.411368E+03,1.040542E-01,2.126502E-01,1.899252E+03,1.481609E+03,6.446573E-02,1.306584E-01,2.879321E+03,2.408288E+03,9.773250E-02,2.123784E-01,1.899252E+03,1.625136E+03,6.446573E-02,1.433148E-01
23:10:00,1.054360E+03,2.726575E+03,3.579018E-02,2.404345E-01,3.065580E+03,2.392907E+03,1.040546E-01,2.110223E-01,1.899261E+03,1.469185E+03,6.446605E-02,1.295628E-01,2.879337E+03,2.388470E+03,9.773301E-02,2.106309E-01,1.899261E+03,1.604599E+03,6.446605E-02,1.415038E-01
23:20:00,1.054363E+03,2.717500E+03,3.579029E-02,2.396343E-01,3.065593E+03,2.375081E+03,1.040551E-01,2.094503E-01,1.899270E+03,1.457187E+03,6.446633E-02,1.285048E-01,2.879350E+03,2.369426E+03,9.773347E-02,2.089516E-01,1.899270E+03,1.585164E+03,6.446633E-02,1.397900E-01
23:30:00,1.054366E+03,2.708854E+03,3.579040E-02,2.388719E-01,3.065605E+03,2.357843E+03,1.040555E-01,2.079302E-01,1.899278E+03,1.445584E+03,6.446659E-02,1.274817E-01,2.879363E+03,2.351101E+03,9.773389E-02,2.073356E-01,1.899278E+03,1.566736E+03,6.446659E-02,1.381650E-01
23:40:00,1.054369E+03,2.700598E+03,3.579051E-02,2.381439E-01,3.065617E+03,2.341146E+03,1.040559E-01,2.064579E-01,1.899285E+03,1.434350E+03,6.446684E-02,1.264910E-01,2.879375E+03,2.333439E+03,9.773428E-02,2.057781E-01,1.899285E+03,1.549227E+03,6.446684E-02,1.366210E-01
23:50:00,1.054372E+03,2.692700E+03,3.579061E-02,2.374475E-01,3.065627E+03,2.324951E+03,1.040562E-01,2.050298E-01,1.899291E+03,1.423458E+03,6.446706E-02,1.255305E-01,2.879386E+03,2.316391E+03,9.773464E-02,2.042748E-01,1.899291E+03,1.532557E+03,6.446706E-02,1.351511E-01
24:00:00,1.054375E+03,2.685127E+03,3.579070E-02,2.367797E-01,3.065636E+03,2.309218E+03,1.040565E-01,2.036424E-01,1.899298E+03,1.412884E+03,6.446727E-02,1.245980E-01,2.879395E+03,2.299911E+03,9.773497E-02,2.028215E-01,1.899298E+03,1.516655E+03,6.446727E-02,1.337487E-01
Peak,1.054428E+03,3.258608E+03,3.579251E-02,2.873330E-01,3.065798E+03,3.530575E+03,1.040620E-01,3.113262E-01,1.899404E+03,2.930809E+03,6.447087E-02,2.584224E-01,2.879560E+03,3.380018E+03,9.774053E-02,2.980478E-01,1.899404E+03,3.314364E+03,6.447087E-02,2.922456E-01

Peak Vol Flow (m3/s),,,3.082966E-02,2.474925E-01,,,8.963314E-02,2.681589E-01,,,5.553158E-02,2.225906E-01,,,8.418821E-02,2.567217E-01,,,5.553158E-02,2.517240E-01
