Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/02  05:00:00,2923570.5965399087,5108777.048454104,15819050.33869261,15819050.33869261,7376350.6562651139 
 01/02  06:00:00,3735673.540023218,5108777.048454104,17319495.767607668,17319495.767607664,5224306.613496704 
 01/02  07:00:00,2901503.2420463429,5985552.087175781,21126267.774822944,21126267.774822944,97798193.68076808 
 01/02  08:00:00,5298397.224606365,5985552.087175781,23523161.757445244,23523161.757445244,114503908.72534067 
 01/02  09:00:00,10763952.4227786,11971104.174351562,32238269.04279326,32238269.042793249,77844282.39653616 
 01/02  10:00:00,9925553.129069904,11971104.174351562,30852669.749084563,30852669.74908456,56502393.19072473 
 01/02  11:00:00,9828161.237592407,11971104.174351562,30755277.85760706,30755277.85760706,41410089.03914374 
 01/02  12:00:00,9798347.248457965,11971104.174351562,30725463.86847262,30725463.868472615,31931045.82192369 
 01/02  13:00:00,8660972.576069508,11252837.923890466,28869822.945623068,28869822.945623064,44455055.11413099 
 01/02  14:00:00,9656359.919113759,11971104.174351562,35762788.57988755,35762788.57988754,14438120.951901032 
 01/02  15:00:00,9854820.193505988,11971104.174351562,42025648.01980737,42025648.01980735,2257161.309193966 
 01/02  16:00:00,10415313.50243571,11971104.174351562,41757847.506355699,41757847.50635569,6402127.703547546 
 01/02  17:00:00,11353708.338442214,11971104.174351562,34469624.95845687,34469624.95845687,30624995.233514687 
 01/02  18:00:00,7695291.207166387,5985552.087175781,25920055.740005267,25920055.740005264,63137147.89964101 
 01/02  19:00:00,5298397.224606365,2394220.834870312,19931830.50513977,19931830.50513977,60811350.59658544 
 01/02  20:00:00,5298397.224606365,2394220.834870312,13931418.059538957,13931418.059538952,0.0 
 01/02  21:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/02  22:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/02  23:00:00,2901503.2420463429,2394220.834870312,11534524.076916654,11534524.076916654,0.0 
 01/02  24:00:00,2923570.5965399087,2043510.819381642,11205881.415921549,11205881.415921549,0.0 
 01/03  01:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/03  02:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/03  03:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/03  04:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/03  05:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/03  06:00:00,3735673.540023218,5108777.048454104,13970526.588477325,13970526.588477325,0.0 
 01/03  07:00:00,2901503.2420463429,5985552.087175781,40700843.87289397,40700843.872893977,31484953.635943906 
 01/03  08:00:00,5298397.224606365,5985552.087175781,45417542.38396345,45417542.38396345,41284944.50029377 
 01/03  09:00:00,11004928.237649385,11971104.174351562,35956335.28211716,35956335.28211716,47818473.30049212 
 01/03  10:00:00,9965874.029881327,11971104.174351562,30892990.649895986,30892990.64989598,51507842.61442262 
 01/03  11:00:00,9535681.872795146,11971104.174351562,30462798.492809804,30462798.492809796,47161166.88755446 
 01/03  12:00:00,9452218.65250038,11971104.174351562,30379335.272515034,30379335.27251503,45981886.64519018 
 01/03  13:00:00,8399742.77629409,11252837.923890466,28608593.145847657,28608593.145847657,67691684.12134685 
 01/03  14:00:00,9452218.65250038,11971104.174351562,30379335.272515034,30379335.27251503,44643766.772615518 
 01/03  15:00:00,9727406.244180069,11971104.174351562,30654522.864194726,30654522.86419472,43483424.28385872 
 01/03  16:00:00,10103776.961053465,11971104.174351562,31030893.58106813,31030893.581068115,41513870.65329105 
 01/03  17:00:00,11239956.33401413,11971104.174351562,34355872.954028788,34355872.954028788,46241610.00524176 
 01/03  18:00:00,7695291.207166387,5985552.087175781,25920055.740005267,25920055.740005264,81686947.35918249 
 01/03  19:00:00,5298397.224606365,2394220.834870312,19931830.50513977,19931830.50513977,75578105.3481318 
 01/03  20:00:00,5298397.224606365,2394220.834870312,13931418.059538957,13931418.059538952,0.0 
 01/03  21:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/03  22:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/03  23:00:00,2901503.2420463429,2394220.834870312,11534524.076916654,11534524.076916654,0.0 
 01/03  24:00:00,2923570.5965399087,2043510.819381642,12840742.686877933,12840742.686877933,2898411.163019416 
 01/04  01:00:00,2923570.5965399087,5108777.048454104,15215848.308901139,15215848.308901139,3113034.925249513 
 01/04  02:00:00,2923570.5965399087,5108777.048454104,16023531.082757799,16023531.082757798,6184202.412078257 
 01/04  03:00:00,2923570.5965399087,5108777.048454104,16481998.022052814,16481998.022052814,10953953.359727595 
 01/04  04:00:00,2923570.5965399087,5108777.048454104,16704317.457714512,16704317.45771451,10595860.552997228 
 01/04  05:00:00,2923570.5965399087,5108777.048454104,16764807.331892889,16764807.331892888,11062907.746127543 
 01/04  06:00:00,3735673.540023218,5108777.048454104,17499615.896670164,17499615.89667016,13522739.085999936 
 01/04  07:00:00,2901503.2420463429,5985552.087175781,21126267.774822944,21126267.774822944,104220806.39427954 
 01/04  08:00:00,5298397.224606365,5985552.087175781,23523161.757445244,23523161.757445244,126776970.05535902 
 01/04  09:00:00,10824196.376496297,11971104.174351562,32298512.996510954,32298512.996510947,100950051.97385839 
 01/04  10:00:00,9928061.15823943,11971104.174351562,30855177.778254089,30855177.778254086,84029461.9336364 
 01/04  11:00:00,9774653.18688202,11971104.174351562,30701769.80689667,30701769.806896669,72005157.82965075 
 01/04  12:00:00,9452218.65250038,11971104.174351562,30379335.272515034,30379335.27251503,65130870.05695538 
 01/04  13:00:00,8413118.931864899,11252837.923890466,28621969.30141846,28621969.301418459,87123081.58375353 
 01/04  14:00:00,9712375.998993673,11971104.174351562,30639492.619008326,30639492.619008326,55966902.54346351 
 01/04  15:00:00,9848084.290498678,11971104.174351562,30775200.910513339,30775200.910513339,53848362.78423926 
 01/04  16:00:00,10106284.990222993,11971104.174351562,31033401.61023765,31033401.61023764,53934312.55855562 
 01/04  17:00:00,11183940.254134218,11971104.174351562,34299856.874148879,34299856.87414887,58678034.00580321 
 01/04  18:00:00,7695291.207166387,5985552.087175781,25920055.740005267,25920055.740005264,92638760.97167851 
 01/04  19:00:00,5298397.224606365,2394220.834870312,19931830.50513977,19931830.50513977,92331196.86357777 
 01/04  20:00:00,5298397.224606365,2394220.834870312,13931418.059538957,13931418.059538952,0.0 
 01/04  21:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/04  22:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/04  23:00:00,2901503.2420463429,2394220.834870312,13212342.949075137,13212342.949075135,3688552.9694584256 
 01/04  24:00:00,2923570.5965399087,2043510.819381642,14877507.881902438,14877507.881902438,7349446.75722547 
 01/05  01:00:00,2923570.5965399087,5108777.048454104,15809293.153977689,15809293.153977689,6319629.462749151 
 01/05  02:00:00,2923570.5965399087,5108777.048454104,16381413.390229779,16381413.390229775,8533810.720462362 
 01/05  03:00:00,2923570.5965399087,5108777.048454104,16021514.438693338,16021514.438693336,9930999.00112038 
 01/05  04:00:00,2923570.5965399087,5108777.048454104,16504612.708806536,16504612.708806532,10134704.116694171 
 01/05  05:00:00,2923570.5965399087,5108777.048454104,16037259.704859836,16037259.704859836,10047191.817816582 
 01/05  06:00:00,3735673.540023218,5108777.048454104,17604208.02589244,17604208.02589244,11460757.412186664 
 01/05  07:00:00,2901503.2420463429,5985552.087175781,21126267.774822944,21126267.774822944,104147102.1396604 
 01/05  08:00:00,5298397.224606365,5985552.087175781,23523161.757445244,23523161.757445244,130364771.09299493 
 01/05  09:00:00,10712164.21673647,11971104.174351562,32186480.836751127,32186480.83675112,105042055.79867855 
 01/05  10:00:00,10035361.915775858,11971104.174351562,30962478.535790519,30962478.535790516,81994043.74291274 
 01/05  11:00:00,9907853.4492175,11971104.174351562,30834970.06923216,30834970.069232156,67295417.97610997 
 01/05  12:00:00,9883055.518422114,11971104.174351562,30810172.138436773,30810172.138436766,57928223.91899691 
 01/05  13:00:00,8833733.154890508,11252837.923890466,29042583.524444067,29042583.524444067,78767401.15913041 
 01/05  14:00:00,9915377.53672608,11971104.174351562,30842494.15674074,30842494.156740734,47489354.61892097 
 01/05  15:00:00,9932289.032077212,11971104.174351562,30859405.652091873,30859405.65209187,43950925.4556506 
 01/05  16:00:00,10253621.992455189,11971104.174351562,31180738.612469853,31180738.612469835,45688180.62139574 
 01/05  17:00:00,11125416.145084778,11971104.174351562,34241332.765099439,34241332.76509943,53304454.370976287 
 01/05  18:00:00,7695291.207166387,5985552.087175781,25920055.740005267,25920055.740005264,90488029.81291421 
 01/05  19:00:00,5298397.224606365,2394220.834870312,19931830.50513977,19931830.50513977,87953936.07799554 
 01/05  20:00:00,5298397.224606365,2394220.834870312,13931418.059538957,13931418.059538952,0.0 
 01/05  21:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/05  22:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/05  23:00:00,2901503.2420463429,2394220.834870312,11534524.076916654,11534524.076916654,0.0 
 01/05  24:00:00,2923570.5965399087,2043510.819381642,11205881.415921549,11205881.415921549,0.0 
 01/06  01:00:00,2923570.5965399087,5108777.048454104,13401408.987792176,13401408.987792176,466630.3515058139 
 01/06  02:00:00,2923570.5965399087,5108777.048454104,14126898.717856963,14126898.717856959,1641084.8195417589 
 01/06  03:00:00,2923570.5965399087,5108777.048454104,15510301.1455014,15510301.145501396,3268685.1960887059 
 01/06  04:00:00,2923570.5965399087,5108777.048454104,14233695.754222023,14233695.754222023,1415606.4303012693 
 01/06  05:00:00,2923570.5965399087,5108777.048454104,15835085.502842896,15835085.502842894,7288728.969744612 
 01/06  06:00:00,3735673.540023218,5108777.048454104,17490453.44754045,17490453.447540448,6290947.826780995 
 01/06  07:00:00,2901503.2420463429,5985552.087175781,21126267.774822944,21126267.774822944,99574717.05406873 
 01/06  08:00:00,5298397.224606365,5985552.087175781,23523161.757445244,23523161.757445244,131062219.81858653 
 01/06  09:00:00,10768180.296616383,11971104.174351562,32242496.916631037,32242496.91663103,106992889.63867603 
 01/06  10:00:00,9925553.129069904,11971104.174351562,30852669.749084563,30852669.74908456,84295518.83829007 
 01/06  11:00:00,9868007.343404955,11971104.174351562,30795123.96341961,30795123.96341961,64892990.41871765 
 01/06  12:00:00,9795839.219288437,11971104.174351562,30722955.83930309,30722955.839303089,54211718.60924463 
 01/06  13:00:00,8614407.019038234,11252837.923890466,28823257.388591794,28823257.38859179,72507499.54135198 
 01/06  14:00:00,9788315.131779859,11971104.174351562,30715431.751794515,30715431.751794515,39800745.60452217 
 01/06  15:00:00,9887930.396311226,11971104.174351562,30815047.016325885,30815047.016325885,36831490.9211633 
 01/06  16:00:00,10110512.864060775,11971104.174351562,31037629.484075436,31037629.48407543,40728215.35636356 
 01/06  17:00:00,11239956.33401413,11971104.174351562,34355872.954028788,34355872.954028788,46773911.8758273 
 01/06  18:00:00,7695291.207166387,5985552.087175781,25920055.740005267,25920055.740005264,84621737.68162486 
 01/06  19:00:00,5298397.224606365,2394220.834870312,19931830.50513977,19931830.50513977,79508790.76734665 
 01/06  20:00:00,5298397.224606365,2394220.834870312,13931418.059538957,13931418.059538952,0.0 
 01/06  21:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/06  22:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/06  23:00:00,2901503.2420463429,2394220.834870312,11534524.076916654,11534524.076916654,0.0 
 01/06  24:00:00,2923570.5965399087,2043510.819381642,11205881.415921549,11205881.415921549,0.0 
 01/07  01:00:00,2923570.5965399087,2043510.819381642,11442022.52866672,11442022.528666718,1887264.2249933137 
 01/07  02:00:00,2923570.5965399087,2043510.819381642,12374422.59332563,12374422.59332563,5323552.324054164 
 01/07  03:00:00,2923570.5965399087,2043510.819381642,13617895.713667235,13617895.713667233,7432071.332808453 
 01/07  04:00:00,2923570.5965399087,2043510.819381642,12957882.312375393,12957882.312375393,9663229.02806533 
 01/07  05:00:00,2923570.5965399087,2043510.819381642,13726838.853336666,13726838.853336666,10073159.211646039 
 01/07  06:00:00,2923570.5965399087,2043510.819381642,13531232.956826065,13531232.956826063,10097698.820663535 
 01/07  07:00:00,2923570.5965399087,2043510.819381642,14839562.853336666,14839562.853336666,10574117.389759059 
 01/07  08:00:00,2923570.5965399087,2043510.819381642,13402842.558375337,13402842.558375335,4109949.979603274 
 01/07  09:00:00,2909792.317314135,2043510.819381642,10657689.588972457,10657689.588972455,2368437.7237931007 
 01/07  10:00:00,2670463.4219932637,2043510.819381642,9440137.626425909,9440137.626425909,2470144.7594685095 
 01/07  11:00:00,2490700.260988372,2043510.819381642,8473499.521486339,8473499.521486339,1052022.9993270543 
 01/07  12:00:00,2434584.375508456,2043510.819381642,7572141.435521832,7572141.435521829,0.0 
 01/07  13:00:00,2437813.452791719,2043510.819381642,7436924.272173362,7436924.272173359,0.0 
 01/07  14:00:00,2435876.0064217618,2043510.819381642,7434986.825803403,7434986.825803401,0.0 
 01/07  15:00:00,2491020.860258331,2043510.819381642,7490131.679639972,7490131.679639971,0.0 
 01/07  16:00:00,2586847.3374920214,2043510.819381642,7585958.156873662,7585958.156873662,0.0 
 01/07  17:00:00,2894279.5485818239,2043510.819381642,10082190.367963465,10082190.367963465,0.0 
 01/07  18:00:00,2923570.5965399087,2043510.819381642,11755090.239373634,11755090.239373634,1630707.2192872796 
 01/07  19:00:00,2923570.5965399087,2043510.819381642,12953754.273969694,12953754.273969695,3117062.480803391 
 01/07  20:00:00,2923570.5965399087,2043510.819381642,13481481.155491937,13481481.155491937,5921411.889585297 
 01/07  21:00:00,2923570.5965399087,2043510.819381642,14014356.01567119,14014356.015671188,5222002.030049287 
 01/07  22:00:00,2923570.5965399087,2043510.819381642,14209215.155402774,14209215.155402774,7681812.290966848 
 01/07  23:00:00,2923570.5965399087,2043510.819381642,14272434.977034817,14272434.977034817,6863676.752705931 
 01/07  24:00:00,2923570.5965399087,2043510.819381642,14368634.95112946,14368634.95112946,9743405.305768524 
 01/08  01:00:00,2923570.5965399087,2043510.819381642,13161755.081534576,13161755.081534576,8349993.2720632529 
 01/08  02:00:00,2923570.5965399087,2043510.819381642,13584946.697728303,13584946.6977283,11350456.411199134 
 01/08  03:00:00,2923570.5965399087,2043510.819381642,13486492.727812812,13486492.727812812,8885105.739160544 
 01/08  04:00:00,2923570.5965399087,2043510.819381642,13579382.750143966,13579382.750143966,11659821.742650843 
 01/08  05:00:00,2923570.5965399087,2043510.819381642,13334114.710526092,13334114.71052609,10468029.049479813 
 01/08  06:00:00,2923570.5965399087,2043510.819381642,13589733.947059649,13589733.947059649,13371384.075366524 
 01/08  07:00:00,2923570.5965399087,2043510.819381642,14424470.483772003,14424470.483772003,11112403.702947606 
 01/08  08:00:00,2923570.5965399087,2043510.819381642,14727681.5982452,14727681.5982452,14157603.955940605 
 01/08  09:00:00,2759665.141647215,2043510.819381642,11475171.692785388,11475171.692785388,11214955.192831878 
 01/08  10:00:00,2543826.970914836,2043510.819381642,10261006.520375675,10261006.520375675,8903969.271653772 
 01/08  11:00:00,2451266.5158308,2043510.819381642,9608640.707530354,9608640.707530354,7070391.97185229 
 01/08  12:00:00,2433938.5600518037,2043510.819381642,9882127.838119209,9882127.838119209,6914193.323542604 
 01/08  13:00:00,2433938.5600518037,2043510.819381642,9610954.567422616,9610954.567422614,5890942.529669363 
 01/08  14:00:00,2433938.560051803,2043510.819381642,9569549.592484314,9569549.592484314,6832781.704326301 
 01/08  15:00:00,2494538.799878079,2043510.819381642,9669535.010247766,9669535.010247767,4626371.475126715 
 01/08  16:00:00,2596584.1209646675,2043510.819381642,9043509.643120029,9043509.643120029,5462616.574654706 
 01/08  17:00:00,2864785.543760318,2043510.819381642,12015242.430833737,12015242.430833737,6782443.1814699959 
 01/08  18:00:00,2923570.5965399087,2043510.819381642,14221264.53130819,14221264.53130819,7918140.56846727 
 01/08  19:00:00,2923570.5965399087,2043510.819381642,13924204.07062919,13924204.07062919,9565424.47591051 
 01/08  20:00:00,2923570.5965399087,2043510.819381642,15086250.208557057,15086250.208557057,10354130.435358774 
 01/08  21:00:00,2923570.5965399087,2043510.819381642,14259761.26871642,14259761.26871642,13222275.174470364 
 01/08  22:00:00,2923570.5965399087,2043510.819381642,14779858.931488257,14779858.931488257,15668360.731973097 
 01/08  23:00:00,2923570.5965399087,2043510.819381642,14237226.324658726,14237226.324658726,15285795.281580497 
 01/08  24:00:00,2923570.5965399087,2043510.819381642,14779250.504840453,14779250.504840453,15820207.766654356 
 01/09  01:00:00,2923570.5965399087,5108777.048454104,16200750.72468356,16200750.72468356,13030129.44959052 
 01/09  02:00:00,2923570.5965399087,5108777.048454104,16746045.265966982,16746045.265966982,13326348.420795942 
 01/09  03:00:00,2923570.5965399087,5108777.048454104,16217902.849450479,16217902.849450477,13872701.553686794 
 01/09  04:00:00,2923570.5965399087,5108777.048454104,16747028.65097248,16747028.65097248,15943087.37012161 
 01/09  05:00:00,2923570.5965399087,5108777.048454104,16199260.444367595,16199260.444367594,16718225.567715466 
 01/09  06:00:00,3735673.540023218,5108777.048454104,17482070.929972724,17482070.929972724,17682769.382035208 
 01/09  07:00:00,2901503.2420463429,5985552.087175781,21126267.774822944,21126267.774822944,111557621.59386659 
 01/09  08:00:00,5298397.224606365,5985552.087175781,23523161.757445244,23523161.757445244,132839906.43641919 
 01/09  09:00:00,10656148.136856558,11971104.174351562,32130464.756871217,32130464.756871206,112627764.12734962 
 01/09  10:00:00,10055284.968682133,11971104.174351562,30982401.588696794,30982401.58869679,81964601.77606005 
 01/09  11:00:00,9918817.226062593,11971104.174351562,30845933.846077254,30845933.84607725,60929483.27247034 
 01/09  12:00:00,9945332.706310463,11971104.174351562,30872449.32632512,30872449.326325116,49109450.53369743 
 01/09  13:00:00,8851442.53525164,11252837.923890466,29060292.9048052,29060292.9048052,61686479.867584 
 01/09  14:00:00,9915377.53672608,11971104.174351562,30842494.15674074,30842494.156740734,33483212.933573374 
 01/09  15:00:00,9970101.903719109,11971104.174351562,30897218.52373377,30897218.52373376,27780999.158624054 
 01/09  16:00:00,10253621.992455189,11971104.174351562,31180738.612469853,31180738.612469835,26081175.77542031 
 01/09  17:00:00,11125416.145084778,11971104.174351562,33694132.765099439,33694132.76509943,33722319.46360578 
 01/09  18:00:00,7695291.207166387,5985552.087175781,25920055.740005267,25920055.740005264,71032366.98343772 
 01/09  19:00:00,5298397.224606365,2394220.834870312,19931830.50513977,19931830.50513977,67849290.41688127 
 01/09  20:00:00,5298397.224606365,2394220.834870312,13931418.059538957,13931418.059538952,0.0 
 01/09  21:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/09  22:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/09  23:00:00,2901503.2420463429,2394220.834870312,11534524.076916654,11534524.076916654,0.0 
 01/09  24:00:00,2923570.5965399087,2043510.819381642,11205881.415921549,11205881.415921549,0.0 
 01/10  01:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/10  02:00:00,2923570.5965399087,5108777.048454104,13405117.43897906,13405117.438979058,591937.8738769831 
 01/10  03:00:00,2923570.5965399087,5108777.048454104,14757206.93557363,14757206.935573629,1647123.5286791349 
 01/10  04:00:00,2923570.5965399087,5108777.048454104,14796003.043726596,14796003.04372659,1711696.738304929 
 01/10  05:00:00,2923570.5965399087,5108777.048454104,14433142.178903385,14433142.178903379,2046840.7744354727 
 01/10  06:00:00,3735673.540023218,5108777.048454104,16648666.828431335,16648666.82843133,3840851.009292714 
 01/10  07:00:00,2901503.2420463429,5985552.087175781,21126267.774822944,21126267.774822944,94628438.54397729 
 01/10  08:00:00,5298397.224606365,5985552.087175781,23523161.757445244,23523161.757445244,111243336.37301815 
 01/10  09:00:00,10714672.245905996,11971104.174351562,32188988.865920649,32188988.865920649,76314519.56866952 
 01/10  10:00:00,9894666.299318538,11971104.174351562,30821782.919333195,30821782.91933319,57528604.74747132 
 01/10  11:00:00,9631544.058487609,11971104.174351562,30558660.67850226,30558660.678502259,44672249.64655349 
 01/10  12:00:00,9449710.623330854,11971104.174351562,30376827.243345508,30376827.243345504,38984404.155336108 
 01/10  13:00:00,8359443.257049222,11252837.923890466,28568293.626602789,28568293.626602785,53647706.610546577 
 01/10  14:00:00,9530665.814456094,11971104.174351562,30457782.434470748,30457782.434470744,31493111.77490002 
 01/10  15:00:00,9999600.20813538,11971104.174351562,30926716.828150035,30926716.828150028,32102899.08791037 
 01/10  16:00:00,10851928.173026806,11971104.174351562,31779044.79304146,31779044.79304146,33524822.94785351 
 01/10  17:00:00,11353708.338442214,11971104.174351562,33922424.95845687,33922424.95845687,34188606.97136441 
 01/10  18:00:00,7695291.207166387,5985552.087175781,25920055.740005267,25920055.740005264,62715277.02609058 
 01/10  19:00:00,5298397.224606365,2394220.834870312,19931830.50513977,19931830.50513977,57365404.16736512 
 01/10  20:00:00,5298397.224606365,2394220.834870312,13931418.059538957,13931418.059538952,0.0 
 01/10  21:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/10  22:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/10  23:00:00,2901503.2420463429,2394220.834870312,11534524.076916654,11534524.076916654,0.0 
 01/10  24:00:00,2923570.5965399087,2043510.819381642,11205881.415921549,11205881.415921549,0.0 
 01/11  01:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/11  02:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/11  03:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/11  04:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/11  05:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/11  06:00:00,3735673.540023218,5108777.048454104,13970526.588477325,13970526.588477325,0.0 
 01/11  07:00:00,2901503.2420463429,5985552.087175781,21126267.774822944,21126267.774822944,76549018.41968826 
 01/11  08:00:00,5298397.224606365,5985552.087175781,23523161.757445244,23523161.757445244,110642923.1285182 
 01/11  09:00:00,10706216.498230432,11971104.174351562,31633333.118245089,31633333.118245078,80004858.31066741 
 01/11  10:00:00,9921325.25523212,11971104.174351562,30848441.875246779,30848441.875246776,59894968.77655061 
 01/11  11:00:00,9774653.18688202,11971104.174351562,30701769.80689667,30701769.80689667,43218638.40186018 
 01/11  12:00:00,9454726.681669906,11971104.174351562,30381843.30168456,30381843.30168456,36558357.62667002 
 01/11  13:00:00,8415348.2911267,11252837.923890466,28624198.66068026,28624198.660680258,56383538.81404135 
 01/11  14:00:00,9539576.132083998,11971104.174351562,30466692.75209865,30466692.75209865,35413679.12151751 
 01/11  15:00:00,10029698.853385475,11971104.174351562,30956815.473400136,30956815.47340013,36590688.60576109 
 01/11  16:00:00,10961452.303617105,11971104.174351562,31888568.92363176,31888568.92363176,38802904.2637876 
 01/11  17:00:00,11353708.338442214,11971104.174351562,33922424.95845687,33922424.95845687,41028471.43412148 
 01/11  18:00:00,7695291.207166387,5985552.087175781,25920055.740005267,25920055.740005264,72164760.13280486 
 01/11  19:00:00,5298397.224606365,2394220.834870312,19931830.50513977,19931830.50513977,65267553.55977982 
 01/11  20:00:00,5298397.224606365,2394220.834870312,13931418.059538957,13931418.059538952,0.0 
 01/11  21:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/11  22:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/11  23:00:00,2901503.2420463429,2394220.834870312,11534524.076916654,11534524.076916654,0.0 
 01/11  24:00:00,2923570.5965399087,2043510.819381642,11205881.415921549,11205881.415921549,0.0 
 01/12  01:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/12  02:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/12  03:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
