Time,CORE_ZN ZN:BURLINGTON INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:BURLINGTON INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:BURLINGTON INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:BURLINGTON INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:BURLINGTON INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:BURLINGTON INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:BURLINGTON INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:BURLINGTON INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:BURLINGTON INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:BURLINGTON INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:BURLINGTON INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:BURLINGTON INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:BURLINGTON INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:BURLINGTON INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:BURLINGTON INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:BURLINGTON INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:BURLINGTON INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:BURLINGTON INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:BURLINGTON INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:BURLINGTON INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,1.173987E+03,2.381690E+03,3.985091E-02,2.100231E-01,3.383947E+03,1.797307E+03,1.148611E-01,1.584951E-01,2.088376E+03,1.084374E+03,7.088521E-02,9.562533E-02,3.168914E+03,1.782779E+03,1.075622E-01,1.572140E-01,2.068005E+03,1.201232E+03,7.019374E-02,1.059299E-01
00:20:00,1.173989E+03,2.375327E+03,3.985099E-02,2.094620E-01,3.383955E+03,1.782954E+03,1.148613E-01,1.572294E-01,2.088382E+03,1.075362E+03,7.088538E-02,9.483068E-02,3.168922E+03,1.769076E+03,1.075625E-01,1.560055E-01,2.068010E+03,1.187416E+03,7.019392E-02,1.047117E-01
00:30:00,1.173991E+03,2.369173E+03,3.985106E-02,2.089193E-01,3.383962E+03,1.768997E+03,1.148616E-01,1.559986E-01,2.088386E+03,1.066598E+03,7.088555E-02,9.405781E-02,3.168930E+03,1.755800E+03,1.075627E-01,1.548349E-01,2.068015E+03,1.174152E+03,7.019408E-02,1.035420E-01
00:40:00,1.173993E+03,2.363210E+03,3.985114E-02,2.083935E-01,3.383969E+03,1.755419E+03,1.148618E-01,1.548013E-01,2.088391E+03,1.058070E+03,7.088570E-02,9.330580E-02,3.168937E+03,1.742928E+03,1.075630E-01,1.536998E-01,2.068019E+03,1.161399E+03,7.019423E-02,1.024174E-01
00:50:00,1.173995E+03,2.357425E+03,3.985120E-02,2.078835E-01,3.383976E+03,1.742204E+03,1.148620E-01,1.536359E-01,2.088395E+03,1.049769E+03,7.088584E-02,9.257382E-02,3.168944E+03,1.730439E+03,1.075632E-01,1.525985E-01,2.068024E+03,1.149124E+03,7.019438E-02,1.013350E-01
01:00:00,1.173997E+03,2.351805E+03,3.985127E-02,2.073879E-01,3.383982E+03,1.729337E+03,1.148622E-01,1.525013E-01,2.088399E+03,1.041687E+03,7.088598E-02,9.186112E-02,3.168950E+03,1.718315E+03,1.075634E-01,1.515294E-01,2.068028E+03,1.137297E+03,7.019452E-02,1.002920E-01
01:10:00,1.173999E+03,2.346339E+03,3.985133E-02,2.069059E-01,3.383987E+03,1.716896E+03,1.148624E-01,1.514042E-01,2.088403E+03,1.033870E+03,7.088611E-02,9.117177E-02,3.168956E+03,1.706618E+03,1.075636E-01,1.504980E-01,2.068032E+03,1.125943E+03,7.019465E-02,9.929084E-02
01:20:00,1.174001E+03,2.341017E+03,3.985139E-02,2.064366E-01,3.383993E+03,1.704873E+03,1.148626E-01,1.503440E-01,2.088407E+03,1.026313E+03,7.088623E-02,9.050542E-02,3.168961E+03,1.695337E+03,1.075638E-01,1.495032E-01,2.068035E+03,1.115041E+03,7.019477E-02,9.832952E-02
01:30:00,1.174002E+03,2.335833E+03,3.985145E-02,2.059795E-01,3.383998E+03,1.693263E+03,1.148628E-01,1.493202E-01,2.088410E+03,1.019014E+03,7.088635E-02,8.986173E-02,3.168967E+03,1.684462E+03,1.075640E-01,1.485442E-01,2.068039E+03,1.104573E+03,7.019489E-02,9.740638E-02
01:40:00,1.174004E+03,2.330781E+03,3.985150E-02,2.055340E-01,3.384003E+03,1.682061E+03,1.148629E-01,1.483324E-01,2.088413E+03,1.011968E+03,7.088646E-02,8.924043E-02,3.168972E+03,1.673985E+03,1.075642E-01,1.476203E-01,2.068042E+03,1.094519E+03,7.019500E-02,9.651988E-02
01:50:00,1.174005E+03,2.325855E+03,3.985155E-02,2.050997E-01,3.384008E+03,1.671263E+03,1.148631E-01,1.473802E-01,2.088417E+03,1.005174E+03,7.088657E-02,8.864130E-02,3.168977E+03,1.663899E+03,1.075643E-01,1.467309E-01,2.068045E+03,1.084867E+03,7.019511E-02,9.566869E-02
02:00:00,1.174007E+03,2.321053E+03,3.985160E-02,2.046762E-01,3.384012E+03,1.660865E+03,1.148633E-01,1.464634E-01,2.088420E+03,9.986287E+02,7.088667E-02,8.806416E-02,3.168981E+03,1.654199E+03,1.075645E-01,1.458756E-01,2.068048E+03,1.075601E+03,7.019521E-02,9.485166E-02
02:10:00,1.174008E+03,2.316370E+03,3.985165E-02,2.042633E-01,3.384017E+03,1.650779E+03,1.148634E-01,1.455740E-01,2.088423E+03,9.922792E+02,7.088677E-02,8.750425E-02,3.168986E+03,1.644802E+03,1.075646E-01,1.450469E-01,2.068051E+03,1.066659E+03,7.019531E-02,9.406312E-02
02:20:00,1.174010E+03,2.311804E+03,3.985169E-02,2.038607E-01,3.384021E+03,1.640998E+03,1.148636E-01,1.447114E-01,2.088425E+03,9.861206E+02,7.088686E-02,8.696118E-02,3.168990E+03,1.635700E+03,1.075648E-01,1.442444E-01,2.068054E+03,1.058026E+03,7.019540E-02,9.330188E-02
02:30:00,1.174011E+03,2.307351E+03,3.985174E-02,2.034680E-01,3.384025E+03,1.631514E+03,1.148637E-01,1.438752E-01,2.088428E+03,9.801493E+02,7.088695E-02,8.643462E-02,3.168994E+03,1.626887E+03,1.075649E-01,1.434672E-01,2.068057E+03,1.049692E+03,7.019549E-02,9.256691E-02
02:40:00,1.174012E+03,2.303008E+03,3.985178E-02,2.030851E-01,3.384029E+03,1.622324E+03,1.148638E-01,1.430648E-01,2.088431E+03,9.743626E+02,7.088704E-02,8.592434E-02,3.168998E+03,1.618357E+03,1.075650E-01,1.427150E-01,2.068059E+03,1.041645E+03,7.019558E-02,9.185735E-02
02:50:00,1.174013E+03,2.298773E+03,3.985182E-02,2.027116E-01,3.384033E+03,1.613423E+03,1.148640E-01,1.422798E-01,2.088433E+03,9.687571E+02,7.088713E-02,8.543004E-02,3.169002E+03,1.610104E+03,1.075652E-01,1.419872E-01,2.068062E+03,1.033877E+03,7.019567E-02,9.117232E-02
03:00:00,1.174015E+03,2.294641E+03,3.985186E-02,2.023473E-01,3.384036E+03,1.604804E+03,1.148641E-01,1.415198E-01,2.088435E+03,9.633298E+02,7.088721E-02,8.495145E-02,3.169006E+03,1.602121E+03,1.075653E-01,1.412833E-01,2.068064E+03,1.026377E+03,7.019575E-02,9.051104E-02
03:10:00,1.174016E+03,2.290611E+03,3.985190E-02,2.019920E-01,3.384040E+03,1.596376E+03,1.148642E-01,1.407767E-01,2.088438E+03,9.580246E+02,7.088729E-02,8.448364E-02,3.169009E+03,1.594326E+03,1.075654E-01,1.405959E-01,2.068066E+03,1.019086E+03,7.019583E-02,8.986807E-02
03:20:00,1.174017E+03,2.286679E+03,3.985194E-02,2.016452E-01,3.384043E+03,1.588130E+03,1.148643E-01,1.400495E-01,2.088440E+03,9.528358E+02,7.088736E-02,8.402608E-02,3.169013E+03,1.586708E+03,1.075655E-01,1.399242E-01,2.068069E+03,1.011992E+03,7.019591E-02,8.924247E-02
03:30:00,1.174018E+03,2.282840E+03,3.985197E-02,2.013067E-01,3.384046E+03,1.580057E+03,1.148644E-01,1.393376E-01,2.088442E+03,9.477586E+02,7.088744E-02,8.357837E-02,3.169016E+03,1.579261E+03,1.075656E-01,1.392675E-01,2.068071E+03,1.005085E+03,7.019598E-02,8.863340E-02
03:40:00,1.174019E+03,2.279090E+03,3.985201E-02,2.009761E-01,3.384050E+03,1.572149E+03,1.148645E-01,1.386402E-01,2.088444E+03,9.427876E+02,7.088751E-02,8.314001E-02,3.169019E+03,1.571976E+03,1.075658E-01,1.386251E-01,2.068073E+03,9.983552E+02,7.019605E-02,8.804000E-02
03:50:00,1.174020E+03,2.275426E+03,3.985204E-02,2.006529E-01,3.384053E+03,1.564398E+03,1.148646E-01,1.379567E-01,2.088446E+03,9.379182E+02,7.088758E-02,8.271062E-02,3.169022E+03,1.564846E+03,1.075659E-01,1.379963E-01,2.068075E+03,9.917952E+02,7.019612E-02,8.746153E-02
04:00:00,1.174021E+03,2.271843E+03,3.985208E-02,2.003370E-01,3.384056E+03,1.556797E+03,1.148647E-01,1.372865E-01,2.088448E+03,9.331459E+02,7.088765E-02,8.228980E-02,3.169025E+03,1.557862E+03,1.075660E-01,1.373805E-01,2.068077E+03,9.853964E+02,7.019619E-02,8.689727E-02
04:10:00,1.174022E+03,2.268337E+03,3.985211E-02,2.000279E-01,3.384059E+03,1.549427E+03,1.148648E-01,1.366366E-01,2.088450E+03,9.285199E+02,7.088771E-02,8.188187E-02,3.169028E+03,1.551098E+03,1.075661E-01,1.367841E-01,2.068079E+03,9.792047E+02,7.019625E-02,8.635128E-02
04:20:00,1.174023E+03,2.264907E+03,3.985214E-02,1.997255E-01,3.384061E+03,1.542287E+03,1.148649E-01,1.360070E-01,2.088452E+03,9.240385E+02,7.088778E-02,8.148669E-02,3.169031E+03,1.544550E+03,1.075662E-01,1.362066E-01,2.068081E+03,9.732155E+02,7.019632E-02,8.582314E-02
04:30:00,1.174024E+03,2.261550E+03,3.985217E-02,1.994294E-01,3.384064E+03,1.535374E+03,1.148650E-01,1.353974E-01,2.088454E+03,9.196999E+02,7.088784E-02,8.110410E-02,3.169034E+03,1.538214E+03,1.075662E-01,1.356479E-01,2.068083E+03,9.674241E+02,7.019638E-02,8.531245E-02
04:40:00,1.174025E+03,2.258264E+03,3.985220E-02,1.991397E-01,3.384067E+03,1.528685E+03,1.148651E-01,1.348075E-01,2.088456E+03,9.155022E+02,7.088790E-02,8.073395E-02,3.169036E+03,1.532087E+03,1.075663E-01,1.351077E-01,2.068085E+03,9.618260E+02,7.019644E-02,8.481880E-02
04:50:00,1.174025E+03,2.255047E+03,3.985223E-02,1.988560E-01,3.384069E+03,1.522218E+03,1.148652E-01,1.342373E-01,2.088458E+03,9.114441E+02,7.088796E-02,8.037610E-02,3.169039E+03,1.526167E+03,1.075664E-01,1.345857E-01,2.068086E+03,9.564174E+02,7.019650E-02,8.434186E-02
05:00:00,1.174026E+03,2.251962E+03,3.985226E-02,1.985839E-01,3.384072E+03,1.517957E+03,1.148653E-01,1.338616E-01,2.088459E+03,9.128886E+02,7.088801E-02,8.050350E-02,3.169041E+03,1.525577E+03,1.075665E-01,1.345336E-01,2.068088E+03,9.522626E+02,7.019656E-02,8.397549E-02
05:10:00,1.174027E+03,2.249261E+03,3.985229E-02,1.983458E-01,3.384074E+03,1.516060E+03,1.148654E-01,1.336943E-01,2.088461E+03,9.209349E+02,7.088807E-02,8.121318E-02,3.169044E+03,1.532038E+03,1.075666E-01,1.351035E-01,2.068090E+03,9.494938E+02,7.019661E-02,8.373136E-02
05:20:00,1.174028E+03,2.247346E+03,3.985231E-02,1.981769E-01,3.384077E+03,1.517112E+03,1.148655E-01,1.337872E-01,2.088462E+03,9.414502E+02,7.088812E-02,8.302250E-02,3.169046E+03,1.545036E+03,1.075667E-01,1.362499E-01,2.068091E+03,9.484457E+02,7.019667E-02,8.363898E-02
05:30:00,1.174029E+03,2.246641E+03,3.985234E-02,1.981148E-01,3.384079E+03,1.518937E+03,1.148655E-01,1.339482E-01,2.088464E+03,9.747312E+02,7.088818E-02,8.595775E-02,3.169049E+03,1.565981E+03,1.075668E-01,1.380972E-01,2.068093E+03,9.493420E+02,7.019672E-02,8.371809E-02
05:40:00,1.174029E+03,2.247342E+03,3.985236E-02,1.981758E-01,3.384081E+03,1.524015E+03,1.148656E-01,1.343954E-01,2.088466E+03,1.026349E+03,7.088823E-02,9.050966E-02,3.169051E+03,1.596624E+03,1.075668E-01,1.407990E-01,2.068094E+03,9.510092E+02,7.019677E-02,8.386476E-02
05:50:00,1.174030E+03,2.249937E+03,3.985239E-02,1.984030E-01,3.384084E+03,1.532974E+03,1.148657E-01,1.351841E-01,2.088467E+03,1.095873E+03,7.088828E-02,9.663993E-02,3.169053E+03,1.632706E+03,1.075669E-01,1.439795E-01,2.068096E+03,9.546093E+02,7.019682E-02,8.418141E-02
06:00:00,1.174031E+03,2.254610E+03,3.985241E-02,1.988133E-01,3.384086E+03,1.544142E+03,1.148658E-01,1.361676E-01,2.088468E+03,1.179135E+03,7.088832E-02,1.039816E-01,3.169055E+03,1.669527E+03,1.075670E-01,1.472251E-01,2.068097E+03,9.593099E+02,7.019687E-02,8.459509E-02
06:10:00,1.174032E+03,2.261192E+03,3.985244E-02,1.993915E-01,3.384088E+03,1.557806E+03,1.148658E-01,1.373707E-01,2.088470E+03,1.276081E+03,7.088837E-02,1.125295E-01,3.169057E+03,1.704865E+03,1.075670E-01,1.503394E-01,2.068098E+03,9.651417E+02,7.019691E-02,8.510825E-02
06:20:00,1.174032E+03,2.269507E+03,3.985246E-02,2.001222E-01,3.384090E+03,1.571142E+03,1.148659E-01,1.385446E-01,2.088471E+03,1.381050E+03,7.088842E-02,1.217844E-01,3.169059E+03,1.738394E+03,1.075671E-01,1.532937E-01,2.068100E+03,9.718534E+02,7.019696E-02,8.569883E-02
06:30:00,1.174033E+03,2.279077E+03,3.985248E-02,2.009633E-01,3.384092E+03,1.588195E+03,1.148660E-01,1.400460E-01,2.088472E+03,1.493753E+03,7.088846E-02,1.317206E-01,3.169061E+03,1.765855E+03,1.075672E-01,1.557125E-01,2.068101E+03,9.791751E+02,7.019700E-02,8.634301E-02
06:40:00,1.174034E+03,2.289758E+03,3.985251E-02,2.019033E-01,3.384094E+03,1.606999E+03,1.148660E-01,1.417025E-01,2.088474E+03,1.608521E+03,7.088850E-02,1.418396E-01,3.169063E+03,1.784607E+03,1.075672E-01,1.573642E-01,2.068102E+03,9.883098E+02,7.019705E-02,8.714756E-02
06:50:00,1.174034E+03,2.300819E+03,3.985253E-02,2.028776E-01,3.384096E+03,1.627112E+03,1.148661E-01,1.434752E-01,2.088475E+03,1.725044E+03,7.088855E-02,1.521136E-01,3.169065E+03,1.798355E+03,1.075673E-01,1.585753E-01,2.068104E+03,9.966194E+02,7.019709E-02,8.787972E-02
07:00:00,1.174035E+03,2.311894E+03,3.985255E-02,2.038529E-01,3.384097E+03,1.649515E+03,1.148662E-01,1.454495E-01,2.088476E+03,1.844021E+03,7.088859E-02,1.626037E-01,3.169067E+03,1.807691E+03,1.075674E-01,1.593973E-01,2.068105E+03,1.005601E+03,7.019713E-02,8.867105E-02
07:10:00,1.174036E+03,2.322688E+03,3.985257E-02,2.048038E-01,3.324842E+03,1.677607E+03,1.128548E-01,1.479259E-01,2.048972E+03,1.965333E+03,6.954772E-02,1.732996E-01,3.109811E+03,1.817613E+03,1.055561E-01,1.602712E-01,2.028601E+03,1.017893E+03,6.885627E-02,8.975441E-02
07:20:00,1.174036E+03,2.332881E+03,3.985259E-02,2.057021E-01,3.265533E+03,1.709708E+03,1.108418E-01,1.507559E-01,2.009432E+03,2.084996E+03,6.820567E-02,1.838504E-01,3.050499E+03,1.827284E+03,1.035429E-01,1.611233E-01,1.989060E+03,1.030854E+03,6.751420E-02,9.089703E-02
07:30:00,1.174037E+03,2.342343E+03,3.985261E-02,2.065360E-01,3.206220E+03,1.741318E+03,1.088287E-01,1.535430E-01,1.969890E+03,2.200547E+03,6.686361E-02,1.940387E-01,2.991186E+03,1.840034E+03,1.015298E-01,1.622472E-01,1.949518E+03,1.044643E+03,6.617215E-02,9.211270E-02
07:40:00,1.174037E+03,2.351137E+03,3.985261E-02,2.073109E-01,3.146872E+03,1.773885E+03,1.068145E-01,1.564139E-01,1.930324E+03,2.310362E+03,6.552080E-02,2.037205E-01,2.931840E+03,1.854341E+03,9.951564E-02,1.635081E-01,1.909952E+03,1.059397E+03,6.482933E-02,9.341328E-02
07:50:00,1.174036E+03,2.359689E+03,3.985260E-02,2.080646E-01,3.087495E+03,1.807629E+03,1.047994E-01,1.593889E-01,1.890739E+03,2.414089E+03,6.417740E-02,2.128655E-01,2.872466E+03,1.872821E+03,9.750061E-02,1.651370E-01,1.870368E+03,1.076704E+03,6.348595E-02,9.493909E-02
08:00:00,1.174035E+03,2.368352E+03,3.985256E-02,2.088281E-01,3.028092E+03,1.841348E+03,1.027834E-01,1.623617E-01,1.851138E+03,2.508712E+03,6.283348E-02,2.212078E-01,2.813069E+03,1.894998E+03,9.548482E-02,1.670921E-01,1.830767E+03,1.094946E+03,6.214204E-02,9.654732E-02
08:10:00,1.174033E+03,2.377536E+03,3.985249E-02,2.096379E-01,3.027924E+03,1.871244E+03,1.027782E-01,1.649976E-01,1.851027E+03,2.592114E+03,6.283000E-02,2.285610E-01,2.812906E+03,1.916535E+03,9.547970E-02,1.689909E-01,1.830657E+03,1.111435E+03,6.213858E-02,9.800110E-02
08:20:00,1.174030E+03,2.387506E+03,3.985239E-02,2.105168E-01,3.027789E+03,1.901210E+03,1.027739E-01,1.676395E-01,1.850939E+03,2.666697E+03,6.282727E-02,2.351364E-01,2.812781E+03,1.939212E+03,9.547578E-02,1.709901E-01,1.830570E+03,1.128816E+03,6.213587E-02,9.953350E-02
08:30:00,1.174026E+03,2.398574E+03,3.985225E-02,2.114926E-01,3.027638E+03,1.933826E+03,1.027692E-01,1.705151E-01,1.850840E+03,2.733378E+03,6.282415E-02,2.410151E-01,2.812637E+03,1.962625E+03,9.547121E-02,1.730542E-01,1.830472E+03,1.147052E+03,6.213278E-02,1.011413E-01
08:40:00,1.174021E+03,2.410727E+03,3.985208E-02,2.125641E-01,3.027506E+03,1.967140E+03,1.027650E-01,1.734525E-01,1.850753E+03,2.792298E+03,6.282143E-02,2.462100E-01,2.812511E+03,1.989235E+03,9.546721E-02,1.754004E-01,1.830386E+03,1.166034E+03,6.213007E-02,1.028149E-01
08:50:00,1.174015E+03,2.423856E+03,3.985188E-02,2.137218E-01,3.027387E+03,2.001426E+03,1.027613E-01,1.764755E-01,1.850675E+03,2.843004E+03,6.281896E-02,2.506807E-01,2.812396E+03,2.017019E+03,9.546356E-02,1.778502E-01,1.830308E+03,1.185696E+03,6.212761E-02,1.045486E-01
09:00:00,1.174009E+03,2.437789E+03,3.985166E-02,2.149503E-01,3.027279E+03,2.036844E+03,1.027578E-01,1.795984E-01,1.850605E+03,2.885068E+03,6.281672E-02,2.543894E-01,2.812291E+03,2.045451E+03,9.546022E-02,1.803571E-01,1.830238E+03,1.205960E+03,6.212538E-02,1.063353E-01
09:10:00,1.174002E+03,2.452358E+03,3.985142E-02,2.162350E-01,3.027182E+03,2.073354E+03,1.027547E-01,1.828176E-01,1.850541E+03,2.917969E+03,6.281468E-02,2.572903E-01,2.812196E+03,2.074194E+03,9.545716E-02,1.828914E-01,1.830174E+03,1.226605E+03,6.212334E-02,1.081556E-01
09:20:00,1.173994E+03,2.467444E+03,3.985117E-02,2.175654E-01,3.027094E+03,2.112885E+03,1.027519E-01,1.863034E-01,1.850483E+03,2.937915E+03,6.281282E-02,2.590492E-01,2.812109E+03,2.103120E+03,9.545437E-02,1.854422E-01,1.830116E+03,1.247555E+03,6.212149E-02,1.100030E-01
09:30:00,1.173987E+03,2.482879E+03,3.985092E-02,2.189266E-01,3.027014E+03,2.158574E+03,1.027493E-01,1.903323E-01,1.850431E+03,2.942545E+03,6.281114E-02,2.594576E-01,2.812030E+03,2.132981E+03,9.545182E-02,1.880754E-01,1.830064E+03,1.269318E+03,6.211980E-02,1.119221E-01
09:40:00,1.173980E+03,2.498548E+03,3.985067E-02,2.203084E-01,3.026942E+03,2.210581E+03,1.027470E-01,1.949181E-01,1.850383E+03,2.932833E+03,6.280961E-02,2.586013E-01,2.811958E+03,2.162956E+03,9.544950E-02,1.907185E-01,1.830017E+03,1.291390E+03,6.211828E-02,1.138683E-01
09:50:00,1.173972E+03,2.514442E+03,3.985042E-02,2.217100E-01,3.026878E+03,2.268785E+03,1.027449E-01,2.000504E-01,1.850341E+03,2.908803E+03,6.280824E-02,2.564825E-01,2.811893E+03,2.192832E+03,9.544739E-02,1.933530E-01,1.829974E+03,1.313650E+03,6.211690E-02,1.158312E-01
10:00:00,1.173965E+03,2.530403E+03,3.985017E-02,2.231174E-01,3.026819E+03,2.333349E+03,1.027431E-01,2.057435E-01,1.850303E+03,2.870493E+03,6.280699E-02,2.531045E-01,2.811835E+03,2.222423E+03,9.544548E-02,1.959623E-01,1.829936E+03,1.335983E+03,6.211566E-02,1.178004E-01
10:10:00,1.173958E+03,2.546403E+03,3.984993E-02,2.245282E-01,3.026767E+03,2.404414E+03,1.027413E-01,2.120097E-01,1.850268E+03,2.818223E+03,6.280587E-02,2.484956E-01,2.811781E+03,2.251658E+03,9.544374E-02,1.985401E-01,1.829901E+03,1.358340E+03,6.211453E-02,1.197718E-01
10:20:00,1.173951E+03,2.562371E+03,3.984970E-02,2.259362E-01,3.026720E+03,2.480271E+03,1.027398E-01,2.186986E-01,1.850237E+03,2.756140E+03,6.280486E-02,2.430213E-01,2.811733E+03,2.280475E+03,9.544217E-02,2.010809E-01,1.829870E+03,1.378980E+03,6.211352E-02,1.215917E-01
