Time,CORE_ZN ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
16:20:00,1.102540E+03,2.975969E+03,3.742565E-02,2.624103E-01,2.970911E+03,3.266610E+03,1.008449E-01,2.880393E-01,1.776521E+03,1.978920E+03,6.030226E-02,1.744950E-01,2.730146E+03,2.935366E+03,9.267232E-02,2.588317E-01,1.799034E+03,3.246925E+03,6.106645E-02,2.863044E-01
16:30:00,1.102538E+03,2.974816E+03,3.742560E-02,2.623077E-01,2.970906E+03,3.242257E+03,1.008447E-01,2.858909E-01,1.776518E+03,1.965555E+03,6.030215E-02,1.733159E-01,2.730140E+03,2.928285E+03,9.267214E-02,2.582063E-01,1.799031E+03,3.304028E+03,6.106633E-02,2.913384E-01
16:40:00,1.102536E+03,2.972926E+03,3.742554E-02,2.621407E-01,2.970901E+03,3.218553E+03,1.008446E-01,2.838004E-01,1.776514E+03,1.951551E+03,6.030203E-02,1.720809E-01,2.730135E+03,2.919810E+03,9.267197E-02,2.574587E-01,1.799027E+03,3.352248E+03,6.106622E-02,2.955897E-01
16:50:00,1.102535E+03,2.970181E+03,3.742548E-02,2.618986E-01,2.970896E+03,3.195108E+03,1.008444E-01,2.817331E-01,1.776511E+03,1.936738E+03,6.030192E-02,1.707748E-01,2.730130E+03,2.909663E+03,9.267180E-02,2.565639E-01,1.799024E+03,3.392187E+03,6.106610E-02,2.991112E-01
17:00:00,1.102533E+03,2.966561E+03,3.742543E-02,2.615790E-01,2.970891E+03,3.174205E+03,1.008442E-01,2.798896E-01,1.776508E+03,1.921095E+03,6.030181E-02,1.693951E-01,2.730125E+03,2.897864E+03,9.267163E-02,2.555232E-01,1.799021E+03,3.423761E+03,6.106600E-02,3.018947E-01
17:10:00,1.102532E+03,2.962152E+03,3.742538E-02,2.611897E-01,2.970887E+03,3.153524E+03,1.008441E-01,2.780654E-01,1.776505E+03,1.904654E+03,6.030171E-02,1.679450E-01,2.730121E+03,2.884553E+03,9.267147E-02,2.543489E-01,1.799018E+03,3.446901E+03,6.106589E-02,3.039344E-01
17:20:00,1.102530E+03,2.956986E+03,3.742533E-02,2.607337E-01,2.970882E+03,3.132380E+03,1.008439E-01,2.762005E-01,1.776502E+03,1.887409E+03,6.030160E-02,1.664241E-01,2.730116E+03,2.869823E+03,9.267132E-02,2.530495E-01,1.799015E+03,3.460360E+03,6.106579E-02,3.051204E-01
17:30:00,1.102529E+03,2.951240E+03,3.742528E-02,2.602264E-01,2.970878E+03,3.110490E+03,1.008438E-01,2.742697E-01,1.776499E+03,1.869355E+03,6.030151E-02,1.648318E-01,2.730112E+03,2.854606E+03,9.267117E-02,2.517072E-01,1.799012E+03,3.463038E+03,6.106569E-02,3.053559E-01
17:40:00,1.102527E+03,2.945218E+03,3.742523E-02,2.596950E-01,2.970874E+03,3.087557E+03,1.008436E-01,2.722470E-01,1.776496E+03,1.850497E+03,6.030141E-02,1.631686E-01,2.730107E+03,2.842621E+03,9.267103E-02,2.506498E-01,1.799009E+03,3.454894E+03,6.106560E-02,3.046371E-01
17:50:00,1.102526E+03,2.939231E+03,3.742518E-02,2.591665E-01,2.970869E+03,3.063287E+03,1.008435E-01,2.701064E-01,1.776493E+03,1.832629E+03,6.030132E-02,1.615928E-01,2.730103E+03,2.835440E+03,9.267088E-02,2.500161E-01,1.799006E+03,3.435974E+03,6.106550E-02,3.029681E-01
18:00:00,1.102525E+03,2.933532E+03,3.742514E-02,2.586638E-01,2.970865E+03,3.033186E+03,1.008434E-01,2.674521E-01,1.776491E+03,1.813940E+03,6.030123E-02,1.599447E-01,2.730099E+03,2.832651E+03,9.267075E-02,2.497701E-01,1.799004E+03,3.404603E+03,6.106541E-02,3.002018E-01
18:10:00,1.102523E+03,2.928117E+03,3.742509E-02,2.581864E-01,3.060375E+03,3.002764E+03,1.038817E-01,2.647696E-01,1.836163E+03,1.794525E+03,6.232676E-02,1.582328E-01,2.819608E+03,2.835078E+03,9.570906E-02,2.499841E-01,1.858677E+03,3.361860E+03,6.309095E-02,2.964328E-01
18:20:00,1.102522E+03,2.922935E+03,3.742505E-02,2.577295E-01,3.149922E+03,2.970615E+03,1.069212E-01,2.619348E-01,1.895864E+03,1.774548E+03,6.435317E-02,1.564713E-01,2.909160E+03,2.841808E+03,9.874871E-02,2.505775E-01,1.918377E+03,3.308942E+03,6.511735E-02,2.917667E-01
18:30:00,1.102521E+03,2.917698E+03,3.742501E-02,2.572677E-01,3.239508E+03,2.936363E+03,1.099619E-01,2.589146E-01,1.955588E+03,1.754063E+03,6.638031E-02,1.546651E-01,2.998743E+03,2.849655E+03,1.017894E-01,2.512695E-01,1.978101E+03,3.246745E+03,6.714449E-02,2.862824E-01
18:40:00,1.102520E+03,2.911903E+03,3.742498E-02,2.567567E-01,3.329155E+03,2.900071E+03,1.130045E-01,2.557145E-01,2.015352E+03,1.733116E+03,6.840868E-02,1.528180E-01,3.088385E+03,2.853621E+03,1.048318E-01,2.516192E-01,2.037865E+03,3.174515E+03,6.917287E-02,2.799135E-01
18:50:00,1.102520E+03,2.904983E+03,3.742497E-02,2.561466E-01,3.418853E+03,2.861793E+03,1.160487E-01,2.523394E-01,2.075149E+03,1.709964E+03,7.043805E-02,1.507766E-01,3.178075E+03,2.850541E+03,1.078758E-01,2.513476E-01,2.097663E+03,3.091864E+03,7.120227E-02,2.726256E-01
19:00:00,1.102521E+03,2.896441E+03,3.742500E-02,2.553934E-01,3.508594E+03,2.822820E+03,1.190942E-01,2.489029E-01,2.134974E+03,1.686481E+03,7.246830E-02,1.487060E-01,3.267807E+03,2.838988E+03,1.109210E-01,2.503289E-01,2.157490E+03,3.000398E+03,7.323254E-02,2.645606E-01
19:10:00,1.102523E+03,2.885963E+03,3.742508E-02,2.544694E-01,3.508861E+03,2.792430E+03,1.191024E-01,2.462234E-01,2.135149E+03,1.670911E+03,7.247369E-02,1.473332E-01,3.268063E+03,2.830319E+03,1.109290E-01,2.495645E-01,2.157666E+03,2.901786E+03,7.323796E-02,2.558655E-01
19:20:00,1.102527E+03,2.873378E+03,3.742521E-02,2.533598E-01,3.509123E+03,2.760448E+03,1.191105E-01,2.434036E-01,2.135319E+03,1.655169E+03,7.247888E-02,1.459453E-01,3.268310E+03,2.812656E+03,1.109366E-01,2.480073E-01,2.157837E+03,2.793374E+03,7.324319E-02,2.463066E-01
19:30:00,1.102533E+03,2.858582E+03,3.742541E-02,2.520551E-01,3.509377E+03,2.726835E+03,1.191183E-01,2.404402E-01,2.135484E+03,1.638807E+03,7.248397E-02,1.445028E-01,3.268554E+03,2.782604E+03,1.109442E-01,2.453578E-01,2.158002E+03,2.674012E+03,7.324830E-02,2.357822E-01
19:40:00,1.102540E+03,2.841516E+03,3.742567E-02,2.505503E-01,3.509596E+03,2.691892E+03,1.191251E-01,2.373596E-01,2.135626E+03,1.621771E+03,7.248836E-02,1.430010E-01,3.268765E+03,2.742248E+03,1.109508E-01,2.417999E-01,2.158145E+03,2.547364E+03,7.325271E-02,2.246155E-01
19:50:00,1.102549E+03,2.822343E+03,3.742598E-02,2.488597E-01,3.509787E+03,2.655635E+03,1.191311E-01,2.341631E-01,2.135750E+03,1.603865E+03,7.249222E-02,1.414225E-01,3.268952E+03,2.695391E+03,1.109566E-01,2.376687E-01,2.158270E+03,2.420453E+03,7.325658E-02,2.134257E-01
20:00:00,1.102560E+03,2.801485E+03,3.742633E-02,2.470205E-01,3.509955E+03,2.619916E+03,1.191363E-01,2.310142E-01,2.135859E+03,1.585924E+03,7.249564E-02,1.398410E-01,3.269117E+03,2.647354E+03,1.109618E-01,2.334336E-01,2.158379E+03,2.299722E+03,7.326001E-02,2.027807E-01
20:10:00,1.102571E+03,2.779503E+03,3.742670E-02,2.450822E-01,3.510102E+03,2.573071E+03,1.191410E-01,2.268841E-01,2.135955E+03,1.560152E+03,7.249868E-02,1.375689E-01,3.269263E+03,2.587242E+03,1.109665E-01,2.281336E-01,2.158475E+03,2.186010E+03,7.326305E-02,1.927545E-01
20:20:00,1.102582E+03,2.757014E+03,3.742709E-02,2.430996E-01,3.510232E+03,2.527877E+03,1.191451E-01,2.228998E-01,2.136039E+03,1.534812E+03,7.250137E-02,1.353350E-01,3.269393E+03,2.528511E+03,1.109706E-01,2.229556E-01,2.158559E+03,2.084585E+03,7.326574E-02,1.838119E-01
20:30:00,1.102594E+03,2.734569E+03,3.742749E-02,2.411209E-01,3.510347E+03,2.485378E+03,1.191488E-01,2.191532E-01,2.136114E+03,1.510543E+03,7.250375E-02,1.331956E-01,3.269508E+03,2.477377E+03,1.109743E-01,2.184477E-01,2.158634E+03,1.999157E+03,7.326812E-02,1.762797E-01
20:40:00,1.102606E+03,2.712815E+03,3.742789E-02,2.392032E-01,3.510448E+03,2.445916E+03,1.191520E-01,2.156744E-01,2.136179E+03,1.487637E+03,7.250586E-02,1.311763E-01,3.269610E+03,2.433665E+03,1.109776E-01,2.145941E-01,2.158699E+03,1.928986E+03,7.327023E-02,1.700929E-01
20:50:00,1.102617E+03,2.692264E+03,3.742828E-02,2.373920E-01,3.510536E+03,2.410174E+03,1.191549E-01,2.125240E-01,2.136237E+03,1.466564E+03,7.250773E-02,1.293189E-01,3.269700E+03,2.395823E+03,1.109805E-01,2.112584E-01,2.158757E+03,1.869492E+03,7.327209E-02,1.648478E-01
21:00:00,1.102628E+03,2.673034E+03,3.742866E-02,2.356976E-01,3.510614E+03,2.376787E+03,1.191574E-01,2.095817E-01,2.136288E+03,1.446648E+03,7.250938E-02,1.275637E-01,3.269779E+03,2.360788E+03,1.109831E-01,2.081708E-01,2.158808E+03,1.816336E+03,7.327374E-02,1.601618E-01
21:10:00,1.102639E+03,2.655115E+03,3.742903E-02,2.341189E-01,3.510683E+03,2.345211E+03,1.191597E-01,2.067991E-01,2.136333E+03,1.427630E+03,7.251085E-02,1.258878E-01,3.269850E+03,2.327764E+03,1.109854E-01,2.052606E-01,2.158853E+03,1.768066E+03,7.327520E-02,1.559068E-01
21:20:00,1.102650E+03,2.638387E+03,3.742938E-02,2.326449E-01,3.510744E+03,2.315237E+03,1.191616E-01,2.041574E-01,2.136373E+03,1.409428E+03,7.251215E-02,1.242836E-01,3.269913E+03,2.296515E+03,1.109874E-01,2.025064E-01,2.158892E+03,1.723978E+03,7.327650E-02,1.520201E-01
21:30:00,1.102659E+03,2.622805E+03,3.742971E-02,2.312717E-01,3.510798E+03,2.286790E+03,1.191634E-01,2.016501E-01,2.136408E+03,1.392031E+03,7.251331E-02,1.227503E-01,3.269968E+03,2.266960E+03,1.109892E-01,1.999014E-01,2.158928E+03,1.683585E+03,7.327765E-02,1.484591E-01
21:40:00,1.102669E+03,2.608483E+03,3.743003E-02,2.300097E-01,3.510846E+03,2.259987E+03,1.191650E-01,1.992877E-01,2.136439E+03,1.375539E+03,7.251433E-02,1.212967E-01,3.270018E+03,2.239213E+03,1.109909E-01,1.974557E-01,2.158959E+03,1.646588E+03,7.327867E-02,1.451976E-01
21:50:00,1.102677E+03,2.594832E+03,3.743033E-02,2.288082E-01,3.510888E+03,2.234139E+03,1.191664E-01,1.970110E-01,2.136467E+03,1.359553E+03,7.251525E-02,1.198887E-01,3.270062E+03,2.212582E+03,1.109923E-01,1.951101E-01,2.158986E+03,1.612272E+03,7.327958E-02,1.421733E-01
22:00:00,1.102686E+03,2.582140E+03,3.743061E-02,2.276909E-01,3.510926E+03,2.209540E+03,1.191676E-01,1.948441E-01,2.136492E+03,1.344269E+03,7.251607E-02,1.185423E-01,3.270101E+03,2.187358E+03,1.109936E-01,1.928880E-01,2.159011E+03,1.580536E+03,7.328040E-02,1.393763E-01
22:10:00,1.102694E+03,2.570219E+03,3.743087E-02,2.266415E-01,3.510959E+03,2.186164E+03,1.191687E-01,1.927850E-01,2.136514E+03,1.329681E+03,7.251680E-02,1.172573E-01,3.270137E+03,2.163486E+03,1.109948E-01,1.907851E-01,2.159033E+03,1.551147E+03,7.328113E-02,1.367863E-01
22:20:00,1.102701E+03,2.559006E+03,3.743112E-02,2.256547E-01,3.510989E+03,2.163929E+03,1.191697E-01,1.908265E-01,2.136534E+03,1.315751E+03,7.251746E-02,1.160303E-01,3.270168E+03,2.140875E+03,1.109958E-01,1.887934E-01,2.159053E+03,1.523860E+03,7.328178E-02,1.343815E-01
22:30:00,1.102708E+03,2.548444E+03,3.743135E-02,2.247252E-01,3.511016E+03,2.142766E+03,1.191706E-01,1.889625E-01,2.136552E+03,1.302445E+03,7.251805E-02,1.148583E-01,3.270196E+03,2.119444E+03,1.109967E-01,1.869058E-01,2.159070E+03,1.498464E+03,7.328237E-02,1.321435E-01
22:40:00,1.102714E+03,2.538244E+03,3.743156E-02,2.238277E-01,3.511041E+03,2.122339E+03,1.191714E-01,1.871633E-01,2.136568E+03,1.289566E+03,7.251859E-02,1.137239E-01,3.270222E+03,2.098849E+03,1.109976E-01,1.850919E-01,2.159086E+03,1.474613E+03,7.328291E-02,1.300417E-01
22:50:00,1.102720E+03,2.528791E+03,3.743177E-02,2.229942E-01,3.511063E+03,2.103065E+03,1.191721E-01,1.854639E-01,2.136582E+03,1.277371E+03,7.251908E-02,1.126486E-01,3.270245E+03,2.079498E+03,1.109984E-01,1.833856E-01,2.159101E+03,1.452417E+03,7.328339E-02,1.280846E-01
23:00:00,1.102725E+03,2.519744E+03,3.743195E-02,2.221965E-01,3.511083E+03,2.084582E+03,1.191728E-01,1.838341E-01,2.136595E+03,1.265649E+03,7.251952E-02,1.116149E-01,3.270266E+03,2.061018E+03,1.109991E-01,1.817561E-01,2.159114E+03,1.431570E+03,7.328383E-02,1.262462E-01
23:10:00,1.102731E+03,2.511169E+03,3.743213E-02,2.214405E-01,3.511101E+03,2.066773E+03,1.191734E-01,1.822636E-01,2.136607E+03,1.254334E+03,7.251992E-02,1.106171E-01,3.270285E+03,2.043304E+03,1.109997E-01,1.801940E-01,2.159126E+03,1.411893E+03,7.328423E-02,1.245111E-01
23:20:00,1.102736E+03,2.503011E+03,3.743230E-02,2.207211E-01,3.511117E+03,2.049563E+03,1.191740E-01,1.807460E-01,2.136619E+03,1.243385E+03,7.252030E-02,1.096516E-01,3.270303E+03,2.026277E+03,1.110003E-01,1.786925E-01,2.159137E+03,1.393260E+03,7.328460E-02,1.228680E-01
23:30:00,1.102740E+03,2.495228E+03,3.743245E-02,2.200348E-01,3.511133E+03,2.032904E+03,1.191745E-01,1.792770E-01,2.136629E+03,1.232776E+03,7.252064E-02,1.087161E-01,3.270319E+03,2.009882E+03,1.110008E-01,1.772468E-01,2.159147E+03,1.375571E+03,7.328494E-02,1.213081E-01
23:40:00,1.102744E+03,2.487788E+03,3.743260E-02,2.193788E-01,3.511147E+03,2.016753E+03,1.191750E-01,1.778528E-01,2.136638E+03,1.222483E+03,7.252095E-02,1.078085E-01,3.270333E+03,1.994072E+03,1.110013E-01,1.758526E-01,2.159156E+03,1.358734E+03,7.328526E-02,1.198234E-01
23:50:00,1.102748E+03,2.480657E+03,3.743273E-02,2.187500E-01,3.511160E+03,2.001074E+03,1.191754E-01,1.764702E-01,2.136647E+03,1.212488E+03,7.252124E-02,1.069270E-01,3.270347E+03,1.978803E+03,1.110018E-01,1.745062E-01,2.159165E+03,1.342672E+03,7.328555E-02,1.184070E-01
24:00:00,1.102752E+03,2.473808E+03,3.743286E-02,2.181461E-01,3.511172E+03,1.985833E+03,1.191758E-01,1.751261E-01,2.136655E+03,1.202771E+03,7.252152E-02,1.060702E-01,3.270359E+03,1.964041E+03,1.110022E-01,1.732044E-01,2.159173E+03,1.327315E+03,7.328582E-02,1.170528E-01
Peak,1.102828E+03,2.976319E+03,3.743543E-02,2.624420E-01,3.511397E+03,3.663906E+03,1.191834E-01,3.230925E-01,2.136804E+03,3.114522E+03,7.252657E-02,2.746222E-01,3.270586E+03,2.951159E+03,1.110098E-01,2.602295E-01,2.159322E+03,3.463038E+03,7.329087E-02,3.053559E-01

Peak Vol Flow (m3/s),,,3.188911E-02,2.235594E-01,,,1.015256E-01,2.752240E-01,,,6.178125E-02,2.339350E-01,,,9.456296E-02,2.216747E-01,,,6.243231E-02,2.601152E-01
