Time,CORE_ZN ZN:DULUTH INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:DULUTH INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:DULUTH INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:DULUTH INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:DULUTH INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:DULUTH INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:DULUTH INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:DULUTH INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:DULUTH INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:DULUTH INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:DULUTH INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:DULUTH INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:DULUTH INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:DULUTH INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:DULUTH INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:DULUTH INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:DULUTH INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:DULUTH INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:DULUTH INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:DULUTH INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
14:10:00,1.213364E+03,2.637055E+03,4.118758E-02,2.325430E-01,3.244915E+03,3.890547E+03,1.101457E-01,3.430760E-01,1.964204E+03,1.832665E+03,6.667296E-02,1.616082E-01,3.015178E+03,2.445736E+03,1.023475E-01,2.156726E-01,1.986433E+03,1.716864E+03,6.742750E-02,1.513992E-01
14:20:00,1.213361E+03,2.642842E+03,4.118748E-02,2.330533E-01,3.244906E+03,3.865534E+03,1.101454E-01,3.408700E-01,1.964198E+03,1.824755E+03,6.667276E-02,1.609107E-01,3.015169E+03,2.454243E+03,1.023472E-01,2.164227E-01,1.986427E+03,1.809794E+03,6.742731E-02,1.595945E-01
14:30:00,1.213359E+03,2.648304E+03,4.118739E-02,2.335349E-01,3.244898E+03,3.832682E+03,1.101451E-01,3.379729E-01,1.964192E+03,1.816826E+03,6.667257E-02,1.602115E-01,3.015160E+03,2.461943E+03,1.023469E-01,2.171016E-01,1.986422E+03,1.913513E+03,6.742712E-02,1.687412E-01
14:40:00,1.213356E+03,2.653428E+03,4.118731E-02,2.339867E-01,3.244890E+03,3.792296E+03,1.101449E-01,3.344114E-01,1.964187E+03,1.808764E+03,6.667239E-02,1.595007E-01,3.015152E+03,2.468857E+03,1.023466E-01,2.177112E-01,1.986416E+03,2.025312E+03,6.742694E-02,1.786004E-01
14:50:00,1.213354E+03,2.658023E+03,4.118723E-02,2.343909E-01,3.244882E+03,3.744635E+03,1.101446E-01,3.302073E-01,1.964182E+03,1.800386E+03,6.667222E-02,1.587614E-01,3.015144E+03,2.474859E+03,1.023463E-01,2.182397E-01,1.986411E+03,2.143568E+03,6.742677E-02,1.890280E-01
15:00:00,1.213351E+03,2.662226E+03,4.118715E-02,2.347595E-01,3.244875E+03,3.690733E+03,1.101444E-01,3.254519E-01,1.964177E+03,1.791685E+03,6.667205E-02,1.579929E-01,3.015137E+03,2.480101E+03,1.023461E-01,2.187001E-01,1.986406E+03,2.266553E+03,6.742661E-02,1.998713E-01
15:10:00,1.213349E+03,2.665994E+03,4.118707E-02,2.350897E-01,3.244868E+03,3.629215E+03,1.101441E-01,3.200249E-01,1.964172E+03,1.782867E+03,6.667190E-02,1.572142E-01,3.015130E+03,2.484989E+03,1.023458E-01,2.191293E-01,1.986402E+03,2.391517E+03,6.742645E-02,2.108889E-01
15:20:00,1.213347E+03,2.669239E+03,4.118700E-02,2.353738E-01,3.244861E+03,3.562061E+03,1.101439E-01,3.141010E-01,1.964168E+03,1.773626E+03,6.667174E-02,1.563982E-01,3.015123E+03,2.489177E+03,1.023456E-01,2.194967E-01,1.986397E+03,2.517488E+03,6.742630E-02,2.219949E-01
15:30:00,1.213345E+03,2.671906E+03,4.118693E-02,2.356069E-01,3.244855E+03,3.490538E+03,1.101437E-01,3.077919E-01,1.964164E+03,1.763845E+03,6.667160E-02,1.555345E-01,3.015116E+03,2.492554E+03,1.023454E-01,2.197926E-01,1.986393E+03,2.640184E+03,6.742615E-02,2.328120E-01
15:40:00,1.213343E+03,2.673942E+03,4.118686E-02,2.357844E-01,3.244848E+03,3.415654E+03,1.101434E-01,3.011865E-01,1.964159E+03,1.753457E+03,6.667146E-02,1.546174E-01,3.015110E+03,2.495017E+03,1.023452E-01,2.200080E-01,1.986389E+03,2.756466E+03,6.742601E-02,2.430633E-01
15:50:00,1.213341E+03,2.675374E+03,4.118679E-02,2.359091E-01,3.244842E+03,3.339128E+03,1.101432E-01,2.944367E-01,1.964155E+03,1.742448E+03,6.667132E-02,1.536457E-01,3.015104E+03,2.496494E+03,1.023450E-01,2.201367E-01,1.986385E+03,2.864623E+03,6.742587E-02,2.525984E-01
16:00:00,1.213339E+03,2.676089E+03,4.118673E-02,2.359711E-01,3.244836E+03,3.262494E+03,1.101430E-01,2.876783E-01,1.964151E+03,1.730743E+03,6.667119E-02,1.526130E-01,3.015098E+03,2.496773E+03,1.023448E-01,2.201604E-01,1.986381E+03,2.963141E+03,6.742574E-02,2.612842E-01
16:10:00,1.213337E+03,2.676035E+03,4.118667E-02,2.359655E-01,3.244831E+03,3.190636E+03,1.101429E-01,2.813412E-01,1.964148E+03,1.718455E+03,6.667106E-02,1.515289E-01,3.015092E+03,2.495903E+03,1.023446E-01,2.200828E-01,1.986377E+03,3.050904E+03,6.742561E-02,2.690217E-01
16:20:00,1.213336E+03,2.675248E+03,4.118661E-02,2.358952E-01,3.244825E+03,3.124927E+03,1.101427E-01,2.755462E-01,1.964144E+03,1.705582E+03,6.667094E-02,1.503933E-01,3.015087E+03,2.493749E+03,1.023444E-01,2.198920E-01,1.986373E+03,3.126828E+03,6.742549E-02,2.757152E-01
16:30:00,1.213334E+03,2.673747E+03,4.118655E-02,2.357620E-01,3.244820E+03,3.065053E+03,1.101425E-01,2.702657E-01,1.964141E+03,1.691392E+03,6.667082E-02,1.491415E-01,3.015081E+03,2.489128E+03,1.023442E-01,2.194837E-01,1.986370E+03,3.194550E+03,6.742537E-02,2.816855E-01
16:40:00,1.213332E+03,2.671558E+03,4.118649E-02,2.355681E-01,3.244815E+03,3.012468E+03,1.101423E-01,2.656281E-01,1.964137E+03,1.676352E+03,6.667070E-02,1.478148E-01,3.015076E+03,2.482631E+03,1.023440E-01,2.189100E-01,1.986366E+03,3.254357E+03,6.742525E-02,2.869580E-01
16:50:00,1.213331E+03,2.668799E+03,4.118644E-02,2.353244E-01,3.244810E+03,2.966941E+03,1.101421E-01,2.616135E-01,1.964134E+03,1.660861E+03,6.667059E-02,1.464487E-01,3.015071E+03,2.474475E+03,1.023439E-01,2.181905E-01,1.986363E+03,3.306298E+03,6.742514E-02,2.915375E-01
17:00:00,1.213329E+03,2.665403E+03,4.118638E-02,2.350250E-01,3.244805E+03,2.927330E+03,1.101420E-01,2.581208E-01,1.964131E+03,1.644744E+03,6.667048E-02,1.450275E-01,3.015066E+03,2.464567E+03,1.023437E-01,2.173168E-01,1.986360E+03,3.350299E+03,6.742503E-02,2.954171E-01
17:10:00,1.213327E+03,2.661379E+03,4.118633E-02,2.346697E-01,3.244800E+03,2.890023E+03,1.101418E-01,2.548309E-01,1.964127E+03,1.627972E+03,6.667037E-02,1.435484E-01,3.015062E+03,2.452957E+03,1.023435E-01,2.162927E-01,1.986357E+03,3.386230E+03,6.742493E-02,2.985849E-01
17:20:00,1.213326E+03,2.656832E+03,4.118628E-02,2.342683E-01,3.244796E+03,2.854200E+03,1.101417E-01,2.516716E-01,1.964124E+03,1.610577E+03,6.667027E-02,1.420142E-01,3.015057E+03,2.439845E+03,1.023434E-01,2.151360E-01,1.986354E+03,3.413017E+03,6.742483E-02,3.009462E-01
17:30:00,1.213324E+03,2.651934E+03,4.118623E-02,2.338360E-01,3.244791E+03,2.820247E+03,1.101415E-01,2.486773E-01,1.964122E+03,1.593288E+03,6.667017E-02,1.404895E-01,3.015053E+03,2.426445E+03,1.023432E-01,2.139540E-01,1.986351E+03,3.427922E+03,6.742473E-02,3.022597E-01
17:40:00,1.213323E+03,2.647012E+03,4.118618E-02,2.334015E-01,3.244787E+03,2.786634E+03,1.101414E-01,2.457130E-01,1.964119E+03,1.575646E+03,6.667007E-02,1.389336E-01,3.015048E+03,2.413135E+03,1.023431E-01,2.127799E-01,1.986348E+03,3.431980E+03,6.742463E-02,3.026169E-01
17:50:00,1.213322E+03,2.642382E+03,4.118613E-02,2.329928E-01,3.244783E+03,2.753135E+03,1.101412E-01,2.427588E-01,1.964116E+03,1.557315E+03,6.666998E-02,1.373169E-01,3.015044E+03,2.403844E+03,1.023429E-01,2.119602E-01,1.986345E+03,3.425507E+03,6.742453E-02,3.020454E-01
18:00:00,1.213320E+03,2.638297E+03,4.118609E-02,2.326320E-01,3.244779E+03,2.719170E+03,1.101411E-01,2.397634E-01,1.964113E+03,1.538492E+03,6.666989E-02,1.356570E-01,3.015040E+03,2.400695E+03,1.023428E-01,2.116821E-01,1.986343E+03,3.408484E+03,6.742444E-02,3.005438E-01
18:10:00,1.213319E+03,2.634961E+03,4.118604E-02,2.323377E-01,3.347076E+03,2.684258E+03,1.136135E-01,2.366849E-01,2.032311E+03,1.519172E+03,6.898481E-02,1.339533E-01,3.117338E+03,2.404875E+03,1.058152E-01,2.120506E-01,2.054541E+03,3.380737E+03,6.973937E-02,2.980970E-01
18:20:00,1.213318E+03,2.632320E+03,4.118600E-02,2.321049E-01,3.449413E+03,2.648107E+03,1.170871E-01,2.334973E-01,2.100537E+03,1.499404E+03,7.130060E-02,1.322102E-01,3.219677E+03,2.416987E+03,1.092889E-01,2.131186E-01,2.122766E+03,3.342948E+03,7.205515E-02,2.947649E-01
18:30:00,1.213316E+03,2.630127E+03,4.118596E-02,2.319115E-01,3.551791E+03,2.610671E+03,1.205620E-01,2.301964E-01,2.168790E+03,1.479301E+03,7.361720E-02,1.304376E-01,3.322054E+03,2.435321E+03,1.127638E-01,2.147353E-01,2.191019E+03,3.296133E+03,7.437176E-02,2.906369E-01
18:40:00,1.213316E+03,2.627893E+03,4.118593E-02,2.317145E-01,3.654235E+03,2.571948E+03,1.240389E-01,2.267819E-01,2.237085E+03,1.458953E+03,7.593511E-02,1.286435E-01,3.424492E+03,2.457109E+03,1.162405E-01,2.166565E-01,2.259315E+03,3.239358E+03,7.668967E-02,2.856307E-01
18:50:00,1.213316E+03,2.625059E+03,4.118593E-02,2.314646E-01,3.756732E+03,2.533570E+03,1.275174E-01,2.233980E-01,2.305416E+03,1.439605E+03,7.825405E-02,1.269375E-01,3.526982E+03,2.475839E+03,1.197189E-01,2.183081E-01,2.327646E+03,3.170493E+03,7.900864E-02,2.795585E-01
19:00:00,1.213317E+03,2.621105E+03,4.118597E-02,2.311160E-01,3.859274E+03,2.494487E+03,1.309973E-01,2.199518E-01,2.373776E+03,1.420492E+03,8.057390E-02,1.252522E-01,3.629517E+03,2.488509E+03,1.231985E-01,2.194253E-01,2.396007E+03,3.090692E+03,8.132850E-02,2.725220E-01
19:10:00,1.213319E+03,2.615638E+03,4.118606E-02,2.306340E-01,3.859555E+03,2.456593E+03,1.310059E-01,2.166105E-01,2.373961E+03,1.402873E+03,8.057951E-02,1.236986E-01,3.629788E+03,2.494438E+03,1.232069E-01,2.199481E-01,2.396193E+03,3.001493E+03,8.133414E-02,2.646569E-01
19:20:00,1.213324E+03,2.608423E+03,4.118622E-02,2.299977E-01,3.859831E+03,2.417867E+03,1.310143E-01,2.131960E-01,2.374141E+03,1.385291E+03,8.058495E-02,1.221485E-01,3.630051E+03,2.488857E+03,1.232149E-01,2.194561E-01,2.396374E+03,2.900997E+03,8.133961E-02,2.557959E-01
19:30:00,1.213331E+03,2.599359E+03,4.118644E-02,2.291985E-01,3.860094E+03,2.381037E+03,1.310223E-01,2.099487E-01,2.374313E+03,1.369177E+03,8.059019E-02,1.207277E-01,3.630306E+03,2.470614E+03,1.232227E-01,2.178477E-01,2.396547E+03,2.787707E+03,8.134487E-02,2.458068E-01
19:40:00,1.213339E+03,2.588358E+03,4.118674E-02,2.282285E-01,3.860320E+03,2.343798E+03,1.310292E-01,2.066654E-01,2.374460E+03,1.353011E+03,8.059467E-02,1.193025E-01,3.630526E+03,2.439047E+03,1.232295E-01,2.150644E-01,2.396695E+03,2.657563E+03,8.134936E-02,2.343317E-01
19:50:00,1.213350E+03,2.575256E+03,4.118709E-02,2.270733E-01,3.860514E+03,2.306716E+03,1.310352E-01,2.033960E-01,2.374587E+03,1.336905E+03,8.059858E-02,1.178825E-01,3.630717E+03,2.397303E+03,1.232355E-01,2.113839E-01,2.396822E+03,2.518319E+03,8.135328E-02,2.220542E-01
20:00:00,1.213361E+03,2.560001E+03,4.118749E-02,2.257281E-01,3.860684E+03,2.269126E+03,1.310405E-01,2.000819E-01,2.374697E+03,1.320285E+03,8.060202E-02,1.164173E-01,3.630885E+03,2.346512E+03,1.232407E-01,2.069056E-01,2.396932E+03,2.374845E+03,8.135672E-02,2.094036E-01
20:10:00,1.213374E+03,2.542690E+03,4.118791E-02,2.242017E-01,3.860831E+03,2.229136E+03,1.310451E-01,1.965560E-01,2.374793E+03,1.301720E+03,8.060505E-02,1.147805E-01,3.631032E+03,2.286664E+03,1.232453E-01,2.016287E-01,2.397028E+03,2.229931E+03,8.135975E-02,1.966261E-01
20:20:00,1.213387E+03,2.523613E+03,4.118834E-02,2.225195E-01,3.860960E+03,2.190267E+03,1.310492E-01,1.931290E-01,2.374877E+03,1.283131E+03,8.060772E-02,1.131415E-01,3.631161E+03,2.225187E+03,1.232494E-01,1.962081E-01,2.397112E+03,2.092574E+03,8.136241E-02,1.845147E-01
20:30:00,1.213400E+03,2.503292E+03,4.118878E-02,2.207280E-01,3.861073E+03,2.150506E+03,1.310528E-01,1.896235E-01,2.374950E+03,1.263321E+03,8.061007E-02,1.113951E-01,3.631275E+03,2.166171E+03,1.232531E-01,1.910046E-01,2.397186E+03,1.968234E+03,8.136476E-02,1.735512E-01
20:40:00,1.213412E+03,2.482301E+03,4.118922E-02,2.188776E-01,3.861171E+03,2.112556E+03,1.310560E-01,1.862777E-01,2.375015E+03,1.243895E+03,8.061213E-02,1.096825E-01,3.631374E+03,2.112655E+03,1.232563E-01,1.862862E-01,2.397250E+03,1.864368E+03,8.136682E-02,1.643930E-01
20:50:00,1.213425E+03,2.461417E+03,4.118964E-02,2.170365E-01,3.861257E+03,2.074337E+03,1.310587E-01,1.829083E-01,2.375071E+03,1.223709E+03,8.061395E-02,1.079029E-01,3.631462E+03,2.064536E+03,1.232591E-01,1.820438E-01,2.397306E+03,1.777600E+03,8.136864E-02,1.567426E-01
21:00:00,1.213437E+03,2.441348E+03,4.119005E-02,2.152677E-01,3.861332E+03,2.038351E+03,1.310612E-01,1.797360E-01,2.375120E+03,1.204281E+03,8.061556E-02,1.061903E-01,3.631539E+03,2.022212E+03,1.232616E-01,1.783127E-01,2.397355E+03,1.704277E+03,8.137024E-02,1.502779E-01
21:10:00,1.213448E+03,2.422450E+03,4.119044E-02,2.136026E-01,3.861399E+03,2.005297E+03,1.310633E-01,1.768227E-01,2.375164E+03,1.186056E+03,8.061697E-02,1.045840E-01,3.631607E+03,1.985723E+03,1.232638E-01,1.750964E-01,2.397398E+03,1.642551E+03,8.137165E-02,1.448361E-01
21:20:00,1.213459E+03,2.404903E+03,4.119081E-02,2.120566E-01,3.861457E+03,1.974142E+03,1.310652E-01,1.740767E-01,2.375202E+03,1.168671E+03,8.061822E-02,1.030518E-01,3.631667E+03,1.952125E+03,1.232658E-01,1.721352E-01,2.397437E+03,1.587765E+03,8.137289E-02,1.400062E-01
21:30:00,1.213470E+03,2.388633E+03,4.119116E-02,2.106229E-01,3.861508E+03,1.944531E+03,1.310669E-01,1.714667E-01,2.375236E+03,1.151978E+03,8.061933E-02,1.015804E-01,3.631720E+03,1.920549E+03,1.232675E-01,1.693519E-01,2.397470E+03,1.538251E+03,8.137400E-02,1.356410E-01
21:40:00,1.213480E+03,2.373573E+03,4.119149E-02,2.092957E-01,3.861553E+03,1.916387E+03,1.310684E-01,1.689859E-01,2.375265E+03,1.135971E+03,8.062031E-02,1.001695E-01,3.631767E+03,1.890816E+03,1.232691E-01,1.667309E-01,2.397500E+03,1.493258E+03,8.137497E-02,1.316742E-01
21:50:00,1.213489E+03,2.359577E+03,4.119180E-02,2.080624E-01,3.861593E+03,1.889563E+03,1.310697E-01,1.666214E-01,2.375292E+03,1.120596E+03,8.062118E-02,9.881424E-02,3.631809E+03,1.862731E+03,1.232704E-01,1.642552E-01,2.397526E+03,1.452148E+03,8.137584E-02,1.280498E-01
22:00:00,1.213497E+03,2.346705E+03,4.119209E-02,2.069279E-01,3.861629E+03,1.864096E+03,1.310709E-01,1.643762E-01,2.375315E+03,1.105904E+03,8.062196E-02,9.751901E-02,3.631846E+03,1.836300E+03,1.232716E-01,1.619251E-01,2.397549E+03,1.414462E+03,8.137662E-02,1.247271E-01
22:10:00,1.213505E+03,2.334487E+03,4.119237E-02,2.058522E-01,3.861660E+03,1.839720E+03,1.310720E-01,1.622284E-01,2.375336E+03,1.091758E+03,8.062266E-02,9.627257E-02,3.631879E+03,1.811211E+03,1.232727E-01,1.597144E-01,2.397570E+03,1.379721E+03,8.137732E-02,1.216648E-01
22:20:00,1.213513E+03,2.323146E+03,4.119262E-02,2.048540E-01,3.861689E+03,1.816626E+03,1.310729E-01,1.601935E-01,2.375355E+03,1.078290E+03,8.062329E-02,9.508594E-02,3.631908E+03,1.787632E+03,1.232737E-01,1.576368E-01,2.397589E+03,1.347744E+03,8.137794E-02,1.188461E-01
22:30:00,1.213520E+03,2.312483E+03,4.119285E-02,2.039155E-01,3.861714E+03,1.794612E+03,1.310737E-01,1.582540E-01,2.375372E+03,1.065395E+03,8.062385E-02,9.394981E-02,3.631935E+03,1.765336E+03,1.232746E-01,1.556723E-01,2.397606E+03,1.318170E+03,8.137850E-02,1.162394E-01
22:40:00,1.213526E+03,2.302451E+03,4.119307E-02,2.030328E-01,3.861737E+03,1.773629E+03,1.310745E-01,1.564054E-01,2.375387E+03,1.053054E+03,8.062437E-02,9.286264E-02,3.631959E+03,1.744251E+03,1.232754E-01,1.538147E-01,2.397621E+03,1.290755E+03,8.137901E-02,1.138230E-01
22:50:00,1.213532E+03,2.292997E+03,4.119328E-02,2.022008E-01,3.861758E+03,1.753613E+03,1.310752E-01,1.546420E-01,2.375401E+03,1.041242E+03,8.062483E-02,9.182203E-02,3.631981E+03,1.724294E+03,1.232761E-01,1.520566E-01,2.397635E+03,1.265276E+03,8.137947E-02,1.115773E-01
23:00:00,1.213538E+03,2.283831E+03,4.119347E-02,2.013944E-01,3.861777E+03,1.734277E+03,1.310758E-01,1.529386E-01,2.375414E+03,1.029792E+03,8.062525E-02,9.081333E-02,3.632000E+03,1.705157E+03,1.232768E-01,1.503707E-01,2.397647E+03,1.241403E+03,8.137990E-02,1.094732E-01
23:10:00,1.213543E+03,2.275357E+03,4.119365E-02,2.006473E-01,3.861795E+03,1.715812E+03,1.310764E-01,1.513104E-01,2.375425E+03,1.018828E+03,8.062564E-02,8.984654E-02,3.632018E+03,1.687034E+03,1.232774E-01,1.487727E-01,2.397659E+03,1.219092E+03,8.138028E-02,1.075060E-01
23:20:00,1.213548E+03,2.267222E+03,4.119381E-02,1.999301E-01,3.861810E+03,1.697888E+03,1.310770E-01,1.497299E-01,2.375436E+03,1.008159E+03,8.062600E-02,8.890572E-02,3.632035E+03,1.669577E+03,1.232779E-01,1.472334E-01,2.397669E+03,1.198048E+03,8.138064E-02,1.056503E-01
23:30:00,1.213552E+03,2.259502E+03,4.119397E-02,1.992494E-01,3.861825E+03,1.680562E+03,1.310775E-01,1.482021E-01,2.375446E+03,9.978249E+02,8.062633E-02,8.799447E-02,3.632050E+03,1.652833E+03,1.232785E-01,1.457569E-01,2.397679E+03,1.178191E+03,8.138097E-02,1.038992E-01
23:40:00,1.213557E+03,2.252144E+03,4.119411E-02,1.986006E-01,3.861839E+03,1.663774E+03,1.310779E-01,1.467216E-01,2.375455E+03,9.877937E+02,8.062664E-02,8.710989E-02,3.632064E+03,1.636727E+03,1.232789E-01,1.443366E-01,2.397688E+03,1.159393E+03,8.138127E-02,1.022416E-01
23:50:00,1.213561E+03,2.245112E+03,4.119425E-02,1.979805E-01,3.861851E+03,1.647479E+03,1.310783E-01,1.452847E-01,2.375463E+03,9.780433E+02,8.062692E-02,8.625009E-02,3.632077E+03,1.621204E+03,1.232794E-01,1.429679E-01,2.397696E+03,1.141549E+03,8.138156E-02,1.006682E-01
24:00:00,1.213564E+03,2.238376E+03,4.119438E-02,1.973866E-01,3.861863E+03,1.631639E+03,1.310787E-01,1.438880E-01,2.375471E+03,9.685544E+02,8.062719E-02,8.541334E-02,3.632089E+03,1.606218E+03,1.232798E-01,1.416464E-01,2.397704E+03,1.124567E+03,8.138182E-02,9.917064E-02
Peak,1.213641E+03,2.676089E+03,4.119697E-02,2.359711E-01,3.862090E+03,3.920122E+03,1.310864E-01,3.456845E-01,2.375622E+03,3.117990E+03,8.063231E-02,2.749281E-01,3.632316E+03,2.496773E+03,1.232875E-01,2.201604E-01,2.397855E+03,3.431980E+03,8.138694E-02,3.026169E-01

Peak Vol Flow (m3/s),,,3.570160E-02,2.044944E-01,,,1.136005E-01,2.995728E-01,,,6.987657E-02,2.382548E-01,,,1.068419E-01,1.907927E-01,,,7.053054E-02,2.622501E-01
