Time,CORE_ZN:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
21:40:00,1.673943E+02,2.822207E+03,8.690234E-03,2.493614E-01,5.557072E+02,2.431937E+03,2.884973E-02,2.148912E-01,3.401613E+02,1.504047E+03,1.765961E-02,1.329015E-01,5.344919E+02,2.443297E+03,2.774833E-02,2.158949E-01,3.372534E+02,1.762903E+03,1.750865E-02,1.557737E-01
21:50:00,1.673940E+02,2.810687E+03,8.690217E-03,2.483456E-01,5.557007E+02,2.410621E+03,2.884940E-02,2.130103E-01,3.401570E+02,1.490122E+03,1.765939E-02,1.316727E-01,5.344856E+02,2.421122E+03,2.774801E-02,2.139381E-01,3.372491E+02,1.731792E+03,1.750843E-02,1.530265E-01
22:00:00,1.673937E+02,2.799623E+03,8.690200E-03,2.473699E-01,5.556944E+02,2.389866E+03,2.884908E-02,2.111790E-01,3.401529E+02,1.476561E+03,1.765919E-02,1.304761E-01,5.344794E+02,2.399604E+03,2.774770E-02,2.120394E-01,3.372450E+02,1.702507E+03,1.750822E-02,1.504405E-01
22:10:00,1.673934E+02,2.789382E+03,8.690182E-03,2.464653E-01,5.556884E+02,2.370268E+03,2.884878E-02,2.094477E-01,3.401489E+02,1.463729E+03,1.765898E-02,1.293424E-01,5.344736E+02,2.379332E+03,2.774740E-02,2.102485E-01,3.372411E+02,1.675259E+03,1.750802E-02,1.480332E-01
22:20:00,1.673930E+02,2.779634E+03,8.690165E-03,2.456041E-01,5.556826E+02,2.351466E+03,2.884848E-02,2.077864E-01,3.401451E+02,1.451409E+03,1.765879E-02,1.282538E-01,5.344679E+02,2.359941E+03,2.774711E-02,2.085352E-01,3.372373E+02,1.649730E+03,1.750783E-02,1.457775E-01
22:30:00,1.673927E+02,2.770432E+03,8.690147E-03,2.447911E-01,5.556771E+02,2.333518E+03,2.884820E-02,2.062006E-01,3.401415E+02,1.439636E+03,1.765861E-02,1.272136E-01,5.344625E+02,2.341483E+03,2.774683E-02,2.069044E-01,3.372337E+02,1.625832E+03,1.750764E-02,1.436659E-01
22:40:00,1.673923E+02,2.761714E+03,8.690129E-03,2.440209E-01,5.556718E+02,2.316361E+03,2.884793E-02,2.046846E-01,3.401381E+02,1.428370E+03,1.765843E-02,1.262182E-01,5.344573E+02,2.323888E+03,2.774657E-02,2.053497E-01,3.372302E+02,1.603424E+03,1.750747E-02,1.416860E-01
22:50:00,1.673920E+02,2.753439E+03,8.690111E-03,2.432898E-01,5.556667E+02,2.299947E+03,2.884767E-02,2.032344E-01,3.401347E+02,1.417583E+03,1.765826E-02,1.252650E-01,5.344523E+02,2.307103E+03,2.774631E-02,2.038666E-01,3.372269E+02,1.582384E+03,1.750730E-02,1.398268E-01
23:00:00,1.673916E+02,2.745569E+03,8.690094E-03,2.425944E-01,5.556619E+02,2.284239E+03,2.884742E-02,2.018464E-01,3.401316E+02,1.407249E+03,1.765810E-02,1.243520E-01,5.344475E+02,2.291084E+03,2.774607E-02,2.024512E-01,3.372237E+02,1.562602E+03,1.750714E-02,1.380789E-01
23:10:00,1.673913E+02,2.738070E+03,8.690076E-03,2.419318E-01,5.556572E+02,2.269035E+03,2.884718E-02,2.005029E-01,3.401285E+02,1.397245E+03,1.765794E-02,1.234680E-01,5.344429E+02,2.275626E+03,2.774583E-02,2.010853E-01,3.372207E+02,1.543878E+03,1.750698E-02,1.364245E-01
23:20:00,1.673910E+02,2.730909E+03,8.690058E-03,2.412992E-01,5.556527E+02,2.254299E+03,2.884696E-02,1.992009E-01,3.401256E+02,1.387548E+03,1.765780E-02,1.226111E-01,5.344385E+02,2.260686E+03,2.774561E-02,1.997652E-01,3.372178E+02,1.526122E+03,1.750684E-02,1.348555E-01
23:30:00,1.673906E+02,2.724058E+03,8.690041E-03,2.406938E-01,5.556484E+02,2.239997E+03,2.884674E-02,1.979372E-01,3.401228E+02,1.378135E+03,1.765765E-02,1.217794E-01,5.344343E+02,2.246225E+03,2.774539E-02,1.984875E-01,3.372150E+02,1.509249E+03,1.750669E-02,1.333646E-01
23:40:00,1.673903E+02,2.717488E+03,8.690024E-03,2.401134E-01,5.556443E+02,2.226098E+03,2.884653E-02,1.967090E-01,3.401202E+02,1.368986E+03,1.765752E-02,1.209710E-01,5.344302E+02,2.232207E+03,2.774518E-02,1.972488E-01,3.372124E+02,1.493183E+03,1.750656E-02,1.319451E-01
23:50:00,1.673900E+02,2.711175E+03,8.690007E-03,2.395556E-01,5.556404E+02,2.212570E+03,2.884633E-02,1.955137E-01,3.401176E+02,1.360081E+03,1.765739E-02,1.201842E-01,5.344263E+02,2.218597E+03,2.774498E-02,1.960462E-01,3.372098E+02,1.477856E+03,1.750643E-02,1.305907E-01
24:00:00,1.673897E+02,2.705096E+03,8.689990E-03,2.390185E-01,5.556366E+02,2.199387E+03,2.884613E-02,1.943488E-01,3.401152E+02,1.351404E+03,1.765726E-02,1.194174E-01,5.344225E+02,2.205363E+03,2.774479E-02,1.948769E-01,3.372074E+02,1.463203E+03,1.750630E-02,1.292960E-01
Peak,1.673969E+02,3.253341E+03,8.690366E-03,2.874432E-01,5.558495E+02,3.343933E+03,2.885696E-02,2.954554E-01,3.402558E+02,2.932236E+03,1.766441E-02,2.590672E-01,5.346288E+02,3.269190E+03,2.775529E-02,2.888514E-01,3.373472E+02,3.499941E+03,1.751341E-02,3.092274E-01

Peak Vol Flow (m3/s),,,7.217773E-03,2.387356E-01,,,2.396711E-02,2.453901E-01,,,1.467116E-02,2.151679E-01,,,2.305212E-02,2.399052E-01,,,1.454574E-02,2.568284E-01
