Time,CORE_ZN ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
19:50:00,3.816126E+02,3.026594E+03,1.295382E-02,2.668683E-01,1.268418E+03,2.817168E+03,4.305615E-02,2.484056E-01,7.879669E+02,1.745045E+03,2.674734E-02,1.538707E-01,1.192014E+03,2.885293E+03,4.046265E-02,2.544125E-01,7.917228E+02,2.228303E+03,2.687484E-02,1.964820E-01
20:00:00,3.816129E+02,3.004971E+03,1.295383E-02,2.649620E-01,1.268428E+03,2.791155E+03,4.305651E-02,2.461130E-01,7.879741E+02,1.729172E+03,2.674758E-02,1.524718E-01,1.192024E+03,2.852520E+03,4.046299E-02,2.515237E-01,7.917301E+02,2.168986E+03,2.687508E-02,1.912526E-01
20:10:00,3.816132E+02,2.983791E+03,1.295384E-02,2.630949E-01,1.268439E+03,2.756446E+03,4.305685E-02,2.430537E-01,7.879810E+02,1.707124E+03,2.674781E-02,1.505285E-01,1.192034E+03,2.814351E+03,4.046332E-02,2.481594E-01,7.917370E+02,2.115569E+03,2.687530E-02,1.865437E-01
20:20:00,3.816136E+02,2.963384E+03,1.295385E-02,2.612964E-01,1.268449E+03,2.724390E+03,4.305717E-02,2.402288E-01,7.879875E+02,1.686519E+03,2.674802E-02,1.487127E-01,1.192044E+03,2.778905E+03,4.046363E-02,2.450357E-01,7.917435E+02,2.066571E+03,2.687552E-02,1.822244E-01
20:30:00,3.816140E+02,2.943877E+03,1.295387E-02,2.595780E-01,1.268458E+03,2.693657E+03,4.305748E-02,2.375214E-01,7.879936E+02,1.666650E+03,2.674822E-02,1.469624E-01,1.192053E+03,2.744447E+03,4.046392E-02,2.419999E-01,7.917497E+02,2.020132E+03,2.687572E-02,1.781315E-01
20:40:00,3.816144E+02,2.925283E+03,1.295388E-02,2.579399E-01,1.268467E+03,2.664191E+03,4.305777E-02,2.349256E-01,7.879994E+02,1.647516E+03,2.674841E-02,1.452767E-01,1.192061E+03,2.711075E+03,4.046420E-02,2.390596E-01,7.917554E+02,1.976211E+03,2.687591E-02,1.742604E-01
20:50:00,3.816149E+02,2.907671E+03,1.295390E-02,2.563883E-01,1.268475E+03,2.636106E+03,4.305804E-02,2.324513E-01,7.880048E+02,1.629204E+03,2.674859E-02,1.436635E-01,1.192069E+03,2.679015E+03,4.046446E-02,2.362349E-01,7.917609E+02,1.934882E+03,2.687609E-02,1.706177E-01
21:00:00,3.816154E+02,2.891257E+03,1.295391E-02,2.549424E-01,1.268483E+03,2.609668E+03,4.305830E-02,2.301221E-01,7.880099E+02,1.611894E+03,2.674876E-02,1.421384E-01,1.192076E+03,2.648627E+03,4.046471E-02,2.335575E-01,7.917660E+02,1.896275E+03,2.687626E-02,1.672149E-01
21:10:00,3.816158E+02,2.875568E+03,1.295393E-02,2.535618E-01,1.268490E+03,2.584141E+03,4.305854E-02,2.278752E-01,7.880147E+02,1.595148E+03,2.674892E-02,1.406643E-01,1.192084E+03,2.619261E+03,4.046495E-02,2.309720E-01,7.917708E+02,1.859893E+03,2.687642E-02,1.640096E-01
21:20:00,3.816163E+02,2.860847E+03,1.295394E-02,2.522661E-01,1.268497E+03,2.559796E+03,4.305877E-02,2.257319E-01,7.880192E+02,1.579134E+03,2.674907E-02,1.392543E-01,1.192090E+03,2.591233E+03,4.046517E-02,2.285040E-01,7.917753E+02,1.825801E+03,2.687657E-02,1.610057E-01
21:30:00,3.816168E+02,2.846996E+03,1.295396E-02,2.510467E-01,1.268503E+03,2.536544E+03,4.305898E-02,2.236843E-01,7.880234E+02,1.563807E+03,2.674921E-02,1.379045E-01,1.192097E+03,2.564487E+03,4.046538E-02,2.261483E-01,7.917795E+02,1.793864E+03,2.687671E-02,1.581913E-01
21:40:00,3.816173E+02,2.833982E+03,1.295398E-02,2.499011E-01,1.268510E+03,2.514346E+03,4.305918E-02,2.217296E-01,7.880274E+02,1.549149E+03,2.674934E-02,1.366136E-01,1.192103E+03,2.539003E+03,4.046558E-02,2.239038E-01,7.917835E+02,1.763952E+03,2.687684E-02,1.555554E-01
21:50:00,3.816178E+02,2.821748E+03,1.295399E-02,2.488243E-01,1.268515E+03,2.493122E+03,4.305937E-02,2.198607E-01,7.880311E+02,1.535112E+03,2.674946E-02,1.353775E-01,1.192108E+03,2.514710E+03,4.046576E-02,2.217643E-01,7.917872E+02,1.735914E+03,2.687696E-02,1.530847E-01
22:00:00,3.816183E+02,2.810017E+03,1.295401E-02,2.477919E-01,1.268521E+03,2.472527E+03,4.305955E-02,2.180473E-01,7.880345E+02,1.521488E+03,2.674958E-02,1.341778E-01,1.192113E+03,2.491266E+03,4.046594E-02,2.196996E-01,7.917906E+02,1.709439E+03,2.687707E-02,1.507518E-01
22:10:00,3.816187E+02,2.799161E+03,1.295403E-02,2.468348E-01,1.268526E+03,2.453138E+03,4.305972E-02,2.163379E-01,7.880378E+02,1.508626E+03,2.674968E-02,1.330437E-01,1.192118E+03,2.469225E+03,4.046610E-02,2.177564E-01,7.917939E+02,1.684764E+03,2.687718E-02,1.485762E-01
22:20:00,3.816192E+02,2.788845E+03,1.295404E-02,2.459252E-01,1.268530E+03,2.434581E+03,4.305987E-02,2.147016E-01,7.880408E+02,1.496302E+03,2.674978E-02,1.319571E-01,1.192123E+03,2.448209E+03,4.046626E-02,2.159032E-01,7.917969E+02,1.661589E+03,2.687728E-02,1.465325E-01
22:30:00,3.816197E+02,2.779123E+03,1.295406E-02,2.450679E-01,1.268535E+03,2.416914E+03,4.306002E-02,2.131437E-01,7.880436E+02,1.484552E+03,2.674988E-02,1.309209E-01,1.192128E+03,2.428263E+03,4.046640E-02,2.141443E-01,7.917997E+02,1.639853E+03,2.687738E-02,1.446158E-01
22:40:00,3.816201E+02,2.769932E+03,1.295407E-02,2.442576E-01,1.268539E+03,2.400067E+03,4.306016E-02,2.116581E-01,7.880463E+02,1.473332E+03,2.674996E-02,1.299316E-01,1.192132E+03,2.409308E+03,4.046654E-02,2.124728E-01,7.918024E+02,1.619438E+03,2.687746E-02,1.428155E-01
22:50:00,3.816205E+02,2.761230E+03,1.295409E-02,2.434902E-01,1.268543E+03,2.383992E+03,4.306029E-02,2.102406E-01,7.880488E+02,1.462614E+03,2.675005E-02,1.289863E-01,1.192136E+03,2.391281E+03,4.046667E-02,2.108832E-01,7.918049E+02,1.600238E+03,2.687755E-02,1.411225E-01
23:00:00,3.816210E+02,2.752974E+03,1.295410E-02,2.427622E-01,1.268546E+03,2.368643E+03,4.306041E-02,2.088871E-01,7.880511E+02,1.452367E+03,2.675012E-02,1.280828E-01,1.192139E+03,2.374125E+03,4.046679E-02,2.093703E-01,7.918072E+02,1.582161E+03,2.687762E-02,1.395284E-01
23:10:00,3.816214E+02,2.745128E+03,1.295412E-02,2.420704E-01,1.268550E+03,2.353844E+03,4.306052E-02,2.075821E-01,7.880533E+02,1.442487E+03,2.675020E-02,1.272115E-01,1.192143E+03,2.357667E+03,4.046691E-02,2.079191E-01,7.918094E+02,1.565039E+03,2.687770E-02,1.380185E-01
23:20:00,3.816218E+02,2.737658E+03,1.295413E-02,2.414117E-01,1.268553E+03,2.339554E+03,4.306063E-02,2.063220E-01,7.880553E+02,1.432947E+03,2.675026E-02,1.263702E-01,1.192146E+03,2.341858E+03,4.046701E-02,2.065250E-01,7.918114E+02,1.548793E+03,2.687776E-02,1.365859E-01
23:30:00,3.816222E+02,2.730530E+03,1.295414E-02,2.407832E-01,1.268556E+03,2.325735E+03,4.306073E-02,2.051033E-01,7.880572E+02,1.423722E+03,2.675033E-02,1.255568E-01,1.192149E+03,2.326650E+03,4.046712E-02,2.051839E-01,7.918133E+02,1.533349E+03,2.687783E-02,1.352240E-01
23:40:00,3.816225E+02,2.723716E+03,1.295416E-02,2.401824E-01,1.268559E+03,2.312349E+03,4.306082E-02,2.039229E-01,7.880590E+02,1.414791E+03,2.675039E-02,1.247692E-01,1.192152E+03,2.311997E+03,4.046721E-02,2.038917E-01,7.918151E+02,1.518641E+03,2.687789E-02,1.339270E-01
23:50:00,3.816229E+02,2.717186E+03,1.295417E-02,2.396066E-01,1.268562E+03,2.299364E+03,4.306091E-02,2.027779E-01,7.880606E+02,1.406132E+03,2.675044E-02,1.240056E-01,1.192154E+03,2.297857E+03,4.046730E-02,2.026449E-01,7.918168E+02,1.504606E+03,2.687794E-02,1.326893E-01
24:00:00,3.816232E+02,2.710917E+03,1.295418E-02,2.390538E-01,1.268564E+03,2.286748E+03,4.306100E-02,2.016653E-01,7.880622E+02,1.397724E+03,2.675049E-02,1.232641E-01,1.192157E+03,2.284194E+03,4.046739E-02,2.014400E-01,7.918183E+02,1.491187E+03,2.687799E-02,1.315060E-01
Peak,3.816314E+02,3.271274E+03,1.295446E-02,2.884497E-01,1.268603E+03,3.403022E+03,4.306231E-02,3.000774E-01,7.880866E+02,2.810779E+03,2.675131E-02,2.478392E-01,1.192198E+03,3.301325E+03,4.046874E-02,2.911099E-01,7.918426E+02,3.312802E+03,2.687881E-02,2.921079E-01

Peak Vol Flow (m3/s),,,1.075931E-02,2.395716E-01,,,3.576535E-02,2.492289E-01,,,2.221827E-02,2.058425E-01,,,3.361127E-02,2.417810E-01,,,2.232416E-02,2.426098E-01
