Time,CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Heat Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Heat Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Cool Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Sens Cool Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 1:Des Tot Cool Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Heat Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Heat Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Cool Mass Flow [kg/s],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Sens Cool Cap [W],CORE_ZN ZN PSZ-AC-1:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_1 ZN PSZ-AC-2:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_2 ZN PSZ-AC-3:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_3 ZN PSZ-AC-4:DesPer 2:Des Tot Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Heat Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Sens Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 1:Des Tot Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Heat Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Sens Cool Cap [W],PERIMETER_ZN_4 ZN PSZ-AC-5:DesPer 2:Des Tot Cool Cap [W]
00:10:00,7.777879E-02,1.893893E+03,2.655326E-01,3.111508E+03,4.720525E+03,7.777879E-02,4.736295E+03,7.777879E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.435693E+03,2.181006E-01,2.546314E+03,3.922716E+03,1.102182E-01,5.078515E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.516718E+02,1.324081E-01,1.544308E+03,2.374043E+03,6.801725E-02,3.089129E+03,3.497664E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.435693E+03,2.156587E-01,2.519052E+03,3.892874E+03,1.038669E-01,4.894122E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.516718E+02,1.426196E-01,1.658316E+03,2.497833E+03,6.860151E-02,3.106091E+03,3.497664E-02,0.000000E+00,0.000000E+00
00:20:00,7.777879E-02,1.902021E+03,2.649278E-01,3.096626E+03,4.705089E+03,7.777879E-02,4.736295E+03,7.777879E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.441855E+03,2.166214E-01,2.523638E+03,3.898441E+03,1.102185E-01,5.078526E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.553271E+02,1.314467E-01,1.529920E+03,2.358604E+03,6.801749E-02,3.089136E+03,3.497664E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.441855E+03,2.142552E-01,2.497220E+03,3.869517E+03,1.038672E-01,4.894134E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.553271E+02,1.412676E-01,1.639567E+03,2.477793E+03,6.860175E-02,3.106098E+03,3.497664E-02,0.000000E+00,0.000000E+00
00:30:00,7.777879E-02,1.910149E+03,2.643397E-01,3.081931E+03,4.689847E+03,7.777879E-02,4.736295E+03,7.777879E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.448017E+03,2.151822E-01,2.501407E+03,3.874631E+03,1.102189E-01,5.078536E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.589823E+02,1.305114E-01,1.515822E+03,2.343469E+03,6.801772E-02,3.089142E+03,3.497664E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.448017E+03,2.128927E-01,2.475847E+03,3.846638E+03,1.038676E-01,4.894144E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.589823E+02,1.399651E-01,1.621370E+03,2.458327E+03,6.860197E-02,3.106105E+03,3.497664E-02,0.000000E+00,0.000000E+00
00:40:00,7.777879E-02,1.918278E+03,2.637671E-01,3.067410E+03,4.674782E+03,7.777879E-02,4.736295E+03,7.777879E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.454179E+03,2.137814E-01,2.479606E+03,3.851267E+03,1.102192E-01,5.078545E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.626376E+02,1.296012E-01,1.502005E+03,2.328626E+03,6.801793E-02,3.089148E+03,3.497664E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.454179E+03,2.115694E-01,2.454911E+03,3.824217E+03,1.038679E-01,4.894154E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.626376E+02,1.387090E-01,1.603691E+03,2.439402E+03,6.860218E-02,3.106111E+03,3.497664E-02,0.000000E+00,0.000000E+00
00:50:00,7.777879E-02,1.926406E+03,2.632090E-01,3.053051E+03,4.659883E+03,7.777879E-02,4.736295E+03,7.777879E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.460341E+03,2.124176E-01,2.458219E+03,3.828342E+03,1.102195E-01,5.078554E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.662928E+02,1.287153E-01,1.488459E+03,2.314070E+03,6.801812E-02,3.089154E+03,3.497664E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.460341E+03,2.102836E-01,2.434394E+03,3.802241E+03,1.038683E-01,4.894163E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.662928E+02,1.374965E-01,1.586499E+03,2.420988E+03,6.860237E-02,3.106116E+03,3.497664E-02,0.000000E+00,0.000000E+00
01:00:00,7.777879E-02,1.934534E+03,2.626645E-01,3.038843E+03,4.645141E+03,7.777879E-02,4.736295E+03,7.777879E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.466502E+03,2.110898E-01,2.437232E+03,3.805845E+03,1.102198E-01,5.078562E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.699480E+02,1.278529E-01,1.475175E+03,2.299795E+03,6.801831E-02,3.089160E+03,3.497664E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.466502E+03,2.090339E-01,2.414280E+03,3.780695E+03,1.038686E-01,4.894172E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.699480E+02,1.363252E-01,1.569766E+03,2.403061E+03,6.860256E-02,3.106122E+03,3.497664E-02,0.000000E+00,0.000000E+00
01:10:00,7.777879E-02,1.939953E+03,2.621329E-01,3.027488E+03,4.633312E+03,7.777879E-02,4.736295E+03,7.777879E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.470610E+03,2.098049E-01,2.418780E+03,3.785983E+03,1.102201E-01,5.078570E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.723849E+02,1.270181E-01,1.463419E+03,2.287109E+03,6.801848E-02,3.089165E+03,3.497664E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.470610E+03,2.078264E-01,2.396691E+03,3.761774E+03,1.038688E-01,4.894180E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.723849E+02,1.351980E-01,1.554744E+03,2.386912E+03,6.860273E-02,3.106127E+03,3.497664E-02,0.000000E+00,0.000000E+00
01:20:00,7.777879E-02,1.945372E+03,2.616134E-01,3.016269E+03,4.621623E+03,7.777879E-02,4.736295E+03,7.777879E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.474718E+03,2.085627E-01,2.400803E+03,3.766630E+03,1.102203E-01,5.078577E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.748217E+02,1.262108E-01,1.451968E+03,2.274749E+03,6.801865E-02,3.089169E+03,3.497664E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.474718E+03,2.066604E-01,2.379565E+03,3.743348E+03,1.038691E-01,4.894188E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.748217E+02,1.341132E-01,1.540196E+03,2.371265E+03,6.860290E-02,3.106132E+03,3.497664E-02,0.000000E+00,0.000000E+00
01:30:00,7.777879E-02,1.950791E+03,2.611057E-01,3.005182E+03,4.610071E+03,7.777879E-02,4.736295E+03,7.777879E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.478826E+03,2.073627E-01,2.383297E+03,3.747773E+03,1.102205E-01,5.078584E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.772585E+02,1.254305E-01,1.440819E+03,2.262707E+03,6.801880E-02,3.089174E+03,3.497664E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.478826E+03,2.055352E-01,2.362895E+03,3.725402E+03,1.038693E-01,4.894195E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.772585E+02,1.330694E-01,1.526105E+03,2.356096E+03,6.860305E-02,3.106136E+03,3.497664E-02,0.000000E+00,0.000000E+00
01:40:00,7.777879E-02,1.956210E+03,2.606094E-01,2.994222E+03,4.598651E+03,7.777879E-02,4.736295E+03,7.777879E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.482934E+03,2.062044E-01,2.366257E+03,3.729410E+03,1.102208E-01,5.078591E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.796954E+02,1.246769E-01,1.429969E+03,2.250982E+03,6.801895E-02,3.089178E+03,3.497664E-02,0.000000E+00,0.000000E+00,5.896136E-02,1.482934E+03,2.044503E-01,2.346673E+03,3.707934E+03,1.038696E-01,4.894202E+03,5.896136E-02,0.000000E+00,0.000000E+00,3.497664E-02,8.796954E+02,1.320653E-01,1.512458E+03,2.341393E+03,6.860320E-02,3.106140E+03,3.497664E-02,0.000000E+00,0.000000E+00
