Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 01/02  13:00:00,8800924.315013485,11252837.923890466,36085620.50478172,36085620.50478172,0.0 
 01/02  14:00:00,9827514.233541076,11971104.174351562,39403772.95738793,39403772.95738793,0.0 
 01/02  15:00:00,10342937.309605213,11971104.174351562,39642847.037534359,39642847.037534359,0.0 
 01/02  16:00:00,10424226.11527939,11971104.174351562,39589423.16894333,39589423.16894333,0.0 
 01/02  17:00:00,10289478.217328104,11971104.174351562,39821527.96451181,39821527.96451181,0.0 
 01/02  18:00:00,7583935.598179158,5985552.087175781,27622548.687822686,27622548.687822679,0.0 
 01/02  19:00:00,5298397.224606365,2394220.834870312,18948365.271411349,18948365.271411349,0.0 
 01/02  20:00:00,5298397.224606365,2394220.834870312,13031418.059538957,13031418.059538952,0.0 
 01/02  21:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/02  22:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/02  23:00:00,2901503.2420463429,2394220.834870312,10634524.076916654,10634524.076916654,0.0 
 01/02  24:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/03  01:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/03  02:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/03  03:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/03  04:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/03  05:00:00,2923570.5965399087,5108777.048454104,12558423.644994012,12558423.644994012,0.0 
 01/03  06:00:00,3735673.540023218,5108777.048454104,13970526.588477325,13970526.588477325,0.0 
 01/03  07:00:00,2901503.2420463429,5985552.087175781,26970675.88422525,26970675.884225247,0.0 
 01/03  08:00:00,5183379.446108966,5985552.087175781,28429672.34401269,28429672.34401268,0.0 
 01/03  09:00:00,10289240.224429956,11971104.174351562,30702489.75840262,30702489.75840262,0.0 
 01/03  10:00:00,10269317.17152368,11971104.174351562,30212968.55780991,30212968.5578099,0.0 
 01/03  11:00:00,10090132.945986392,11971104.174351562,30341461.073372969,30341461.073372969,0.0 
 01/03  12:00:00,10067948.365148943,11971104.174351562,31121445.77411692,31121445.774116916,0.0 
 01/03  13:00:00,8869151.915612773,11252837.923890466,28147770.122317845,28147770.122317845,0.0 
 01/03  14:00:00,9845717.441779092,11971104.174351562,31960881.733923627,31960881.733923627,0.0 
 01/03  15:00:00,9918817.226062594,11971104.174351562,32566413.871610427,32566413.87161042,0.0 
 01/03  16:00:00,9958444.459605184,11971104.174351562,32079707.15015473,32079707.15015472,0.0 
 01/03  17:00:00,10430630.698953541,11971104.174351562,31805603.75973783,31805603.75973783,0.0 
 01/03  18:00:00,7670828.15555092,5985552.087175781,22778233.713378684,22778233.713378677,0.0 
 01/03  19:00:00,5298397.224606365,2394220.834870312,18948365.271411349,18948365.271411349,0.0 
 01/03  20:00:00,5298397.224606365,2394220.834870312,13031418.059538957,13031418.059538952,0.0 
 01/03  21:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/03  22:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/03  23:00:00,2901503.2420463429,2394220.834870312,10634524.076916654,10634524.076916654,0.0 
 01/03  24:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/04  01:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/04  02:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/04  03:00:00,2923570.5965399087,5108777.048454104,12558423.644994012,12558423.644994012,0.0 
 01/04  04:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/04  05:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/04  06:00:00,3735673.540023218,5108777.048454104,13970526.588477325,13970526.588477325,0.0 
 01/04  07:00:00,2901503.2420463429,5985552.087175781,33000022.878395268,33000022.878395268,1262171.4660556983 
 01/04  08:00:00,5192676.87079856,5985552.087175781,33599689.255551669,33599689.25555166,1420671.8721985403 
 01/04  09:00:00,10289240.224429956,11971104.174351562,32868290.395332926,32868290.395332926,0.0 
 01/04  10:00:00,10269317.17152368,11971104.174351562,30591982.005408929,30591982.005408929,0.0 
 01/04  11:00:00,10179734.023670417,11971104.174351562,30123385.409956647,30123385.40995665,0.0 
 01/04  12:00:00,10339259.627370548,11971104.174351562,30799613.44951108,30799613.44951108,0.0 
 01/04  13:00:00,9254602.445766276,11252837.923890466,28479987.581591414,28479987.581591414,0.0 
 01/04  14:00:00,10339259.627370548,11971104.174351562,31359656.07096471,31359656.07096471,0.0 
 01/04  15:00:00,10164827.029103196,11971104.174351562,31325182.997750909,31325182.997750909,0.0 
 01/04  16:00:00,10249394.118617407,11971104.174351562,31628981.382329629,31628981.382329626,0.0 
 01/04  17:00:00,10323063.215132216,11971104.174351562,31368940.140196787,31368940.140196787,0.0 
 01/04  18:00:00,7559472.5465636909,5985552.087175781,23075694.310153847,23075694.310153847,0.0 
 01/04  19:00:00,5298397.224606365,2394220.834870312,19888428.277787318,19888428.277787314,0.0 
 01/04  20:00:00,5298397.224606365,2394220.834870312,13031418.059538957,13031418.059538952,0.0 
 01/04  21:00:00,4036874.0758905645,2394220.834870312,12519894.910823152,12519894.910823152,0.0 
 01/04  22:00:00,4036874.0758905645,2394220.834870312,12669894.910823152,12669894.910823152,0.0 
 01/04  23:00:00,2901503.2420463429,2394220.834870312,11534524.076916654,11534524.076916654,0.0 
 01/04  24:00:00,2923570.5965399087,2043510.819381642,11205881.415921549,11205881.415921549,0.0 
 01/05  01:00:00,2923570.5965399087,5108777.048454104,12408423.644994012,12408423.64499401,0.0 
 01/05  02:00:00,2923570.5965399087,5108777.048454104,12708423.644994012,12708423.644994012,0.0 
 01/05  03:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/05  04:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/05  05:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/05  06:00:00,3735673.540023218,5108777.048454104,13970526.588477325,13970526.588477325,0.0 
 01/05  07:00:00,2901503.2420463429,5985552.087175781,40357579.186843167,40357579.186843167,3430254.0611146979 
 01/05  08:00:00,5192676.87079856,5985552.087175781,39970922.324159029,39970922.32415902,6357172.951461414 
 01/05  09:00:00,10289240.224429956,11971104.174351562,33638088.42782888,33638088.42782888,0.0 
 01/05  10:00:00,10195886.067907019,11971104.174351562,30459776.725177126,30459776.725177126,0.0 
 01/05  11:00:00,9955792.954769943,11971104.174351562,29922798.272825377,29922798.272825377,0.0 
 01/05  12:00:00,10128980.503367912,11971104.174351562,30869558.453551167,30869558.453551167,0.0 
 01/05  13:00:00,9224749.114384843,11252837.923890466,28516441.91736197,28516441.91736197,0.0 
 01/05  14:00:00,10105286.441791965,11971104.174351562,31755124.263825153,31755124.263825153,0.0 
 01/05  15:00:00,10162318.99993367,11971104.174351562,32538091.5484775,32538091.5484775,0.0 
 01/05  16:00:00,10269317.171523679,11971104.174351562,33253472.328108986,33253472.328108986,0.0 
 01/05  17:00:00,10318835.341294434,11971104.174351562,33011981.63639436,33011981.636394357,0.0 
 01/05  18:00:00,7559472.5465636909,5985552.087175781,22748970.760744323,22748970.760744323,0.0 
 01/05  19:00:00,5298397.224606365,2394220.834870312,18948365.27141135,18948365.271411349,0.0 
 01/05  20:00:00,5298397.224606365,2394220.834870312,13031418.059538957,13031418.059538952,0.0 
 01/05  21:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/05  22:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/05  23:00:00,2901503.2420463429,2394220.834870312,10634524.076916654,10634524.076916654,0.0 
 01/05  24:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/06  01:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/06  02:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/06  03:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/06  04:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/06  05:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/06  06:00:00,3735673.540023218,5108777.048454104,13070526.588477325,13070526.58847732,0.0 
 01/06  07:00:00,2901503.2420463429,5985552.087175781,21800927.593277359,21800927.593277359,0.0 
 01/06  08:00:00,5192676.87079856,5985552.087175781,22525997.677251657,22525997.677251653,0.0 
 01/06  09:00:00,10289240.224429956,11971104.174351562,30232891.610716188,30232891.610716188,0.0 
 01/06  10:00:00,9968191.920167633,11971104.174351562,30213606.329182395,30213606.329182395,0.0 
 01/06  11:00:00,9912081.323055283,11971104.174351562,31383302.14596066,31383302.14596065,0.0 
 01/06  12:00:00,9845717.441779092,11971104.174351562,32047379.737733209,32047379.737733209,0.0 
 01/06  13:00:00,8833733.154890508,11252837.923890466,29762738.01835777,29762738.01835777,0.0 
 01/06  14:00:00,9961312.541494608,11971104.174351562,33976397.382353197,33976397.382353197,0.0 
 01/06  15:00:00,10134995.110137994,11971104.174351562,34758167.706467319,34758167.706467319,0.0 
 01/06  16:00:00,10269317.171523679,11971104.174351562,34872416.55630118,34872416.55630117,0.0 
 01/06  17:00:00,10318835.341294434,11971104.174351562,34345813.84559185,34345813.84559185,0.0 
 01/06  18:00:00,7556072.773689443,5985552.087175781,22936017.997710177,22936017.997710173,0.0 
 01/06  19:00:00,5298397.224606365,2394220.834870312,18948365.27141135,18948365.271411349,0.0 
 01/06  20:00:00,5298397.224606365,2394220.834870312,13031418.059538957,13031418.059538952,0.0 
 01/06  21:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/06  22:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/06  23:00:00,2901503.2420463429,2394220.834870312,10634524.076916654,10634524.076916654,0.0 
 01/06  24:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/07  01:00:00,2923570.5965399087,2043510.819381642,9643157.415921549,9643157.415921549,0.0 
 01/07  02:00:00,2923570.5965399087,2043510.819381642,9493157.415921549,9493157.415921549,0.0 
 01/07  03:00:00,2923570.5965399087,2043510.819381642,9943157.415921549,9943157.415921549,0.0 
 01/07  04:00:00,2923570.5965399087,2043510.819381642,10093157.415921549,10093157.415921549,0.0 
 01/07  05:00:00,2923570.5965399087,2043510.819381642,10093157.415921549,10093157.415921549,0.0 
 01/07  06:00:00,2923570.5965399087,2043510.819381642,10093157.415921549,10093157.415921549,0.0 
 01/07  07:00:00,2923570.5965399087,2043510.819381642,10605881.415921549,10605881.415921549,0.0 
 01/07  08:00:00,2861397.2622873915,2043510.819381642,8504908.081669033,8504908.08166903,0.0 
 01/07  09:00:00,2649470.929161319,2043510.819381642,6748581.748542961,6748581.748542961,0.0 
 01/07  10:00:00,2580579.533032451,2043510.819381642,6679690.352414091,6679690.35241409,0.0 
 01/07  11:00:00,2563608.530373622,2043510.819381642,6662719.349755264,6662719.349755263,0.0 
 01/07  12:00:00,2653056.959564751,2043510.819381642,6752167.778946392,6752167.778946391,0.0 
 01/07  13:00:00,2653698.15810467,2043510.819381642,6752808.97748631,6752808.97748631,0.0 
 01/07  14:00:00,2596972.8110183107,2043510.819381642,6696083.63039995,6696083.63039995,0.0 
 01/07  15:00:00,2598846.783521319,2043510.819381642,6697957.602902959,6697957.602902959,0.0 
 01/07  16:00:00,2639210.5895552935,2043510.819381642,6738321.4089369359,6738321.408936935,0.0 
 01/07  17:00:00,2657091.647510513,2043510.819381642,6756202.466892153,6756202.466892153,0.0 
 01/07  18:00:00,2871970.8023398278,2043510.819381642,8065481.621721469,8065481.621721469,0.0 
 01/07  19:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/07  20:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/07  21:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/07  22:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/07  23:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/07  24:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/08  01:00:00,2923570.5965399087,2043510.819381642,9193157.415921549,9193157.415921549,0.0 
 01/08  02:00:00,2923570.5965399087,2043510.819381642,9193157.415921549,9193157.415921549,0.0 
 01/08  03:00:00,2923570.5965399087,2043510.819381642,9193157.415921549,9193157.415921549,0.0 
 01/08  04:00:00,2923570.5965399087,2043510.819381642,9193157.415921549,9193157.415921549,0.0 
 01/08  05:00:00,2923570.5965399087,2043510.819381642,9193157.415921549,9193157.415921549,0.0 
 01/08  06:00:00,2923570.5965399087,2043510.819381642,9193157.415921549,9193157.415921549,0.0 
 01/08  07:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/08  08:00:00,2866003.875957024,2043510.819381642,8059514.695338664,8059514.695338664,0.0 
 01/08  09:00:00,2638393.554168695,2043510.819381642,6737504.373550336,6737504.373550336,0.0 
 01/08  10:00:00,2839978.850148593,2043510.819381642,6939089.669530234,6939089.669530234,0.0 
 01/08  11:00:00,2901144.207891374,2043510.819381642,7000255.027273014,7000255.027273014,0.0 
 01/08  12:00:00,2813596.2802038129,2043510.819381642,6912707.099585454,6912707.099585454,0.0 
 01/08  13:00:00,2741113.6457385967,2043510.819381642,6840224.465120237,6840224.465120237,0.0 
 01/08  14:00:00,2844942.416938395,2043510.819381642,6944053.236320035,6944053.236320035,0.0 
 01/08  15:00:00,2840900.9211852669,2043510.819381642,6940011.7405669069,6940011.7405669069,0.0 
 01/08  16:00:00,2872941.833983174,2043510.819381642,6972052.653364815,6972052.653364815,0.0 
 01/08  17:00:00,2857226.1083874425,2043510.819381642,6956336.9277690839,6956336.9277690839,0.0 
 01/08  18:00:00,2923570.5965399087,2043510.819381642,8117081.415921549,8117081.415921549,0.0 
 01/08  19:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/08  20:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/08  21:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/08  22:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/08  23:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/08  24:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/09  01:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/09  02:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/09  03:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/09  04:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/09  05:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/09  06:00:00,3735673.540023218,5108777.048454104,13070526.588477325,13070526.58847732,0.0 
 01/09  07:00:00,2901503.2420463429,5985552.087175781,28693978.252463435,28693978.252463424,0.0 
 01/09  08:00:00,5185720.273333858,5985552.087175781,29570702.214768869,29570702.214768866,0.0 
 01/09  09:00:00,10289240.224429956,11971104.174351562,31017174.81418961,31017174.81418961,0.0 
 01/09  10:00:00,10209548.012804857,11971104.174351562,30168555.603008745,30168555.60300874,0.0 
 01/09  11:00:00,9989377.952574056,11971104.174351562,30007635.55921822,30007635.55921822,0.0 
 01/09  12:00:00,10080347.330546638,11971104.174351562,30745858.88853887,30745858.88853887,0.0 
 01/09  13:00:00,9068794.379692272,11252837.923890466,28294179.515517408,28294179.515517404,0.0 
 01/09  14:00:00,10105286.441791965,11971104.174351562,31236639.800697805,31236639.800697805,0.0 
 01/09  15:00:00,10025470.979547693,11971104.174351562,31448044.477398006,31448044.477398,0.0 
 01/09  16:00:00,10249394.118617407,11971104.174351562,31933299.54731898,31933299.547318974,0.0 
 01/09  17:00:00,10310379.593618868,11971104.174351562,31407260.79751254,31407260.79751254,0.0 
 01/09  18:00:00,7554907.10119207,5985552.087175781,22871119.34595091,22871119.34595091,0.0 
 01/09  19:00:00,5298397.224606365,2394220.834870312,19506266.105169164,19506266.10516916,0.0 
 01/09  20:00:00,5298397.224606365,2394220.834870312,13031418.059538957,13031418.059538952,0.0 
 01/09  21:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/09  22:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/09  23:00:00,2901503.2420463429,2394220.834870312,10634524.076916654,10634524.076916654,0.0 
 01/09  24:00:00,2923570.5965399087,2043510.819381642,10755881.415921549,10755881.415921549,0.0 
 01/10  01:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/10  02:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/10  03:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/10  04:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/10  05:00:00,2923570.5965399087,5108777.048454104,13158423.644994012,13158423.64499401,0.0 
 01/10  06:00:00,3735673.540023218,5108777.048454104,13970526.588477325,13970526.588477325,0.0 
 01/10  07:00:00,2901503.2420463429,5985552.087175781,32639572.815705196,32639572.815705189,1814171.1504457086 
 01/10  08:00:00,5212663.70478967,5985552.087175781,32362280.69110977,32362280.69110976,0.0 
 01/10  09:00:00,10289240.224429956,11971104.174351562,32552226.47378168,32552226.47378168,0.0 
 01/10  10:00:00,9968191.920167633,11971104.174351562,30477168.119448708,30477168.119448708,0.0 
 01/10  11:00:00,9939024.935084526,11971104.174351562,29907128.114466937,29907128.114466929,0.0 
 01/10  12:00:00,9947840.735479989,11971104.174351562,30193341.69710676,30193341.69710676,0.0 
 01/10  13:00:00,8961456.927496463,11252837.923890466,28186842.063321599,28186842.063321599,0.0 
 01/10  14:00:00,9888071.576761168,11971104.174351562,31102679.54270763,31102679.542707627,0.0 
 01/10  15:00:00,9929781.002907686,11971104.174351562,31752081.74014838,31752081.74014838,0.0 
 01/10  16:00:00,10021699.970878022,11971104.174351562,32522173.711203576,32522173.711203584,0.0 
 01/10  17:00:00,10314607.46745665,11971104.174351562,32745330.044848224,32745330.044848227,0.0 
 01/10  18:00:00,7554907.10119207,5985552.087175781,22755755.06664098,22755755.066640978,0.0 
 01/10  19:00:00,5298397.224606365,2394220.834870312,18964893.433604175,18964893.433604175,0.0 
 01/10  20:00:00,5298397.224606365,2394220.834870312,13031418.059538957,13031418.059538952,0.0 
 01/10  21:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/10  22:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/10  23:00:00,2901503.2420463429,2394220.834870312,10634524.076916654,10634524.076916654,0.0 
 01/10  24:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/11  01:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/11  02:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/11  03:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/11  04:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/11  05:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/11  06:00:00,3735673.540023218,5108777.048454104,13070526.588477325,13070526.58847732,0.0 
 01/11  07:00:00,2901503.2420463429,5985552.087175781,25574504.088526559,25574504.088526559,0.0 
 01/11  08:00:00,5192676.87079856,5985552.087175781,25541556.218342399,25541556.218342395,0.0 
 01/11  09:00:00,10289240.224429956,11971104.174351562,30241360.322449298,30241360.322449294,0.0 
 01/11  10:00:00,10055284.968682133,11971104.174351562,30052422.00714983,30052422.00714983,0.0 
 01/11  11:00:00,9925553.129069904,11971104.174351562,31330362.3912527,31330362.391252698,0.0 
 01/11  12:00:00,9820778.330533766,11971104.174351562,32475281.74299448,32475281.74299448,0.0 
 01/11  13:00:00,8851442.53525164,11252837.923890466,31119732.881831286,31119732.881831279,0.0 
 01/11  14:00:00,10085363.388885692,11971104.174351562,35717288.96268603,35717288.96268603,0.0 
 01/11  15:00:00,10126225.97296003,11971104.174351562,36849029.46259514,36849029.46259515,0.0 
 01/11  16:00:00,10229471.065711132,11971104.174351562,37137515.84737939,37137515.84737939,0.0 
 01/11  17:00:00,10318835.341294434,11971104.174351562,36745258.43870067,36745258.438700679,0.0 
 01/11  18:00:00,7510546.443332758,5985552.087175781,23966724.676194848,23966724.676194844,0.0 
 01/11  19:00:00,5298397.224606365,2394220.834870312,18948365.27141135,18948365.271411349,0.0 
 01/11  20:00:00,5298397.224606365,2394220.834870312,13031418.059538957,13031418.059538952,0.0 
 01/11  21:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/11  22:00:00,4036874.0758905645,2394220.834870312,11769894.910823154,11769894.910823152,0.0 
 01/11  23:00:00,2901503.2420463429,2394220.834870312,10634524.076916654,10634524.076916654,0.0 
 01/11  24:00:00,2923570.5965399087,2043510.819381642,10305881.415921549,10305881.415921549,0.0 
 01/12  01:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/12  02:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/12  03:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/12  04:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/12  05:00:00,2923570.5965399087,5108777.048454104,12258423.644994012,12258423.644994012,0.0 
 01/12  06:00:00,3735673.540023218,5108777.048454104,13070526.588477325,13070526.58847732,0.0 
 01/12  07:00:00,2901503.2420463429,5985552.087175781,20178376.78019517,20178376.78019516,0.0 
 01/12  08:00:00,5281553.812018667,5985552.087175781,21341582.247816717,21341582.24781671,0.0 
 01/12  09:00:00,10451103.94346293,11971104.174351562,30394755.32974916,30394755.329749157,0.0 
 01/12  10:00:00,9921325.25523212,11971104.174351562,30887034.83714709,30887034.83714709,0.0 
 01/12  11:00:00,9828161.237592407,11971104.174351562,32905913.501693347,32905913.501693347,0.0 
 01/12  12:00:00,9798347.248457965,11971104.174351562,35202553.02194314,35202553.02194315,0.0 
 01/12  13:00:00,8776146.295283506,11252837.923890466,33084171.713137118,33084171.713137114,0.0 
 01/12  14:00:00,9930425.711743242,11971104.174351562,37379682.51962974,37379682.51962973,0.0 
 01/12  15:00:00,9910361.478387027,11971104.174351562,37532251.76111277,37532251.76111277,0.0 
 01/12  16:00:00,9928061.15823943,11971104.174351562,36721244.895476739,36721244.89547674,0.0 
 01/12  17:00:00,10231742.292779936,11971104.174351562,35890181.32609574,35890181.32609573,0.0 
 01/12  18:00:00,7608398.649794624,5985552.087175781,23243186.901425076,23243186.90142507,0.0 
 01/12  19:00:00,5298397.224606365,2394220.834870312,18948365.271411349,18948365.271411349,0.0 
