Time,CORE_ZN:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:TAMPA-MACDILL.AFB_FL_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
21:50:00,5.807788E+02,2.828944E+03,3.015098E-02,2.499607E-01,1.666664E+03,2.489579E+03,8.652302E-02,2.199845E-01,1.028982E+03,1.531832E+03,5.341836E-02,1.353564E-01,1.634043E+03,2.472162E+03,8.482952E-02,2.184456E-01,1.028982E+03,1.718759E+03,5.341836E-02,1.518727E-01
22:00:00,5.807797E+02,2.818129E+03,3.015103E-02,2.490054E-01,1.666670E+03,2.468747E+03,8.652333E-02,2.181441E-01,1.028986E+03,1.517959E+03,5.341856E-02,1.341307E-01,1.634049E+03,2.451354E+03,8.482984E-02,2.166073E-01,1.028986E+03,1.693045E+03,5.341856E-02,1.496008E-01
22:10:00,5.807806E+02,2.807832E+03,3.015107E-02,2.480956E-01,1.666676E+03,2.448783E+03,8.652361E-02,2.163803E-01,1.028990E+03,1.504642E+03,5.341875E-02,1.329541E-01,1.634055E+03,2.431432E+03,8.483013E-02,2.148471E-01,1.028990E+03,1.668924E+03,5.341875E-02,1.474696E-01
22:20:00,5.807815E+02,2.798104E+03,3.015112E-02,2.472361E-01,1.666681E+03,2.429725E+03,8.652387E-02,2.146963E-01,1.028993E+03,1.491904E+03,5.341892E-02,1.318285E-01,1.634060E+03,2.412434E+03,8.483039E-02,2.131685E-01,1.028993E+03,1.646316E+03,5.341892E-02,1.454720E-01
22:30:00,5.807823E+02,2.788885E+03,3.015116E-02,2.464216E-01,1.666686E+03,2.411501E+03,8.652411E-02,2.130862E-01,1.028996E+03,1.479701E+03,5.341907E-02,1.307503E-01,1.634065E+03,2.394290E+03,8.483063E-02,2.115653E-01,1.028996E+03,1.625088E+03,5.341907E-02,1.435964E-01
22:40:00,5.807830E+02,2.780130E+03,3.015120E-02,2.456480E-01,1.666690E+03,2.394063E+03,8.652432E-02,2.115453E-01,1.028999E+03,1.468002E+03,5.341921E-02,1.297167E-01,1.634069E+03,2.376949E+03,8.483085E-02,2.100331E-01,1.028999E+03,1.605130E+03,5.341921E-02,1.418329E-01
22:50:00,5.807838E+02,2.771799E+03,3.015124E-02,2.449120E-01,1.666694E+03,2.377364E+03,8.652452E-02,2.100699E-01,1.029001E+03,1.456781E+03,5.341933E-02,1.287252E-01,1.634073E+03,2.360364E+03,8.483105E-02,2.085678E-01,1.029001E+03,1.586338E+03,5.341933E-02,1.401725E-01
23:00:00,5.807845E+02,2.763859E+03,3.015127E-02,2.442104E-01,1.666698E+03,2.361365E+03,8.652470E-02,2.086563E-01,1.029004E+03,1.446011E+03,5.341945E-02,1.277736E-01,1.634077E+03,2.344495E+03,8.483123E-02,2.071656E-01,1.029004E+03,1.568622E+03,5.341945E-02,1.386072E-01
23:10:00,5.807851E+02,2.756276E+03,3.015131E-02,2.435405E-01,1.666701E+03,2.345887E+03,8.652486E-02,2.072886E-01,1.029006E+03,1.435590E+03,5.341956E-02,1.268528E-01,1.634080E+03,2.329166E+03,8.483139E-02,2.058112E-01,1.029006E+03,1.551815E+03,5.341956E-02,1.371221E-01
23:20:00,5.807858E+02,2.749020E+03,3.015134E-02,2.428994E-01,1.666704E+03,2.330892E+03,8.652501E-02,2.059638E-01,1.029008E+03,1.425496E+03,5.341965E-02,1.259609E-01,1.634083E+03,2.314339E+03,8.483155E-02,2.045011E-01,1.029008E+03,1.535838E+03,5.341965E-02,1.357105E-01
23:30:00,5.807863E+02,2.742064E+03,3.015137E-02,2.422848E-01,1.666707E+03,2.316347E+03,8.652515E-02,2.046785E-01,1.029009E+03,1.415706E+03,5.341974E-02,1.250959E-01,1.634086E+03,2.299979E+03,8.483169E-02,2.032322E-01,1.029009E+03,1.520622E+03,5.341974E-02,1.343660E-01
23:40:00,5.807869E+02,2.735380E+03,3.015140E-02,2.416943E-01,1.666709E+03,2.302217E+03,8.652527E-02,2.034301E-01,1.029011E+03,1.406201E+03,5.341982E-02,1.242561E-01,1.634088E+03,2.286049E+03,8.483182E-02,2.020015E-01,1.029011E+03,1.506101E+03,5.341982E-02,1.330830E-01
23:50:00,5.807874E+02,2.728946E+03,3.015143E-02,2.411258E-01,1.666711E+03,2.288472E+03,8.652539E-02,2.022156E-01,1.029012E+03,1.396961E+03,5.341990E-02,1.234396E-01,1.634091E+03,2.272519E+03,8.483193E-02,2.008060E-01,1.029012E+03,1.492216E+03,5.341990E-02,1.318561E-01
24:00:00,5.807880E+02,2.722739E+03,3.015146E-02,2.405774E-01,1.666713E+03,2.275083E+03,8.652550E-02,2.010326E-01,1.029014E+03,1.387968E+03,5.341997E-02,1.226450E-01,1.634093E+03,2.259359E+03,8.483204E-02,1.996432E-01,1.029014E+03,1.478912E+03,5.341997E-02,1.306806E-01
Peak,5.807984E+02,3.284237E+03,3.015200E-02,2.901720E-01,1.666746E+03,3.567036E+03,8.652719E-02,3.151708E-01,1.029035E+03,2.982950E+03,5.342108E-02,2.635474E-01,1.634126E+03,3.442116E+03,8.483375E-02,3.041335E-01,1.029035E+03,3.375188E+03,5.342108E-02,2.982042E-01

Peak Vol Flow (m3/s),,,2.506053E-02,2.411735E-01,,,7.191620E-02,2.619511E-01,,,4.440039E-02,2.190447E-01,,,7.050871E-02,2.527775E-01,,,4.440039E-02,2.478494E-01
