Time,CORE_ZN:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:ROCHESTER INTERNATIONAL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:ROCHESTER INTERNATIONAL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
13:10:00,1.256709E+03,2.788135E+03,6.524170E-02,2.463514E-01,3.266541E+03,3.529973E+03,1.695765E-01,3.119016E-01,1.980756E+03,2.009607E+03,1.028270E-01,1.775639E-01,3.256806E+03,2.731858E+03,1.690711E-01,2.413825E-01,2.004723E+03,1.648223E+03,1.040712E-01,1.456344E-01
13:20:00,1.256706E+03,2.797600E+03,6.524156E-02,2.471897E-01,3.266533E+03,3.548215E+03,1.695760E-01,3.135159E-01,1.980751E+03,2.002556E+03,1.028267E-01,1.769424E-01,3.256798E+03,2.747644E+03,1.690706E-01,2.427794E-01,2.004718E+03,1.657845E+03,1.040709E-01,1.464858E-01
13:30:00,1.256703E+03,2.806460E+03,6.524144E-02,2.479746E-01,3.266526E+03,3.560021E+03,1.695757E-01,3.145614E-01,1.980746E+03,1.996146E+03,1.028265E-01,1.763775E-01,3.256790E+03,2.762528E+03,1.690703E-01,2.440966E-01,2.004712E+03,1.675536E+03,1.040706E-01,1.480502E-01
13:40:00,1.256701E+03,2.814494E+03,6.524131E-02,2.486865E-01,3.266519E+03,3.565153E+03,1.695753E-01,3.150173E-01,1.980741E+03,1.990350E+03,1.028262E-01,1.758668E-01,3.256783E+03,2.776286E+03,1.690699E-01,2.453143E-01,2.004708E+03,1.705617E+03,1.040704E-01,1.507095E-01
13:50:00,1.256699E+03,2.822195E+03,6.524120E-02,2.493671E-01,3.266512E+03,3.564090E+03,1.695749E-01,3.149233E-01,1.980736E+03,1.985083E+03,1.028260E-01,1.754016E-01,3.256776E+03,2.789304E+03,1.690695E-01,2.464648E-01,2.004703E+03,1.749106E+03,1.040701E-01,1.545526E-01
14:00:00,1.256697E+03,2.829320E+03,6.524108E-02,2.499966E-01,3.266505E+03,3.556780E+03,1.695746E-01,3.142771E-01,1.980732E+03,1.980083E+03,1.028257E-01,1.749599E-01,3.256770E+03,2.801363E+03,1.690692E-01,2.475302E-01,2.004699E+03,1.807237E+03,1.040699E-01,1.596893E-01
14:10:00,1.256695E+03,2.836016E+03,6.524098E-02,2.505881E-01,3.266499E+03,3.543368E+03,1.695743E-01,3.130918E-01,1.980728E+03,1.975163E+03,1.028255E-01,1.745252E-01,3.256764E+03,2.812400E+03,1.690689E-01,2.485054E-01,2.004694E+03,1.881253E+03,1.040697E-01,1.662299E-01
14:20:00,1.256693E+03,2.842303E+03,6.524087E-02,2.511437E-01,3.266493E+03,3.524102E+03,1.695739E-01,3.113891E-01,1.980724E+03,1.970202E+03,1.028253E-01,1.740868E-01,3.256758E+03,2.822411E+03,1.690686E-01,2.493898E-01,2.004690E+03,1.970588E+03,1.040695E-01,1.741240E-01
14:30:00,1.256691E+03,2.848198E+03,6.524077E-02,2.516645E-01,3.266487E+03,3.499543E+03,1.695736E-01,3.092189E-01,1.980720E+03,1.964670E+03,1.028251E-01,1.735981E-01,3.256752E+03,2.830695E+03,1.690683E-01,2.501218E-01,2.004686E+03,2.070386E+03,1.040693E-01,1.829427E-01
14:40:00,1.256689E+03,2.853690E+03,6.524068E-02,2.521497E-01,3.266481E+03,3.469702E+03,1.695733E-01,3.065819E-01,1.980716E+03,1.958557E+03,1.028249E-01,1.730579E-01,3.256746E+03,2.837765E+03,1.690680E-01,2.507463E-01,2.004683E+03,2.177330E+03,1.040691E-01,1.923927E-01
14:50:00,1.256687E+03,2.858587E+03,6.524059E-02,2.525814E-01,3.266476E+03,3.434800E+03,1.695731E-01,3.034968E-01,1.980712E+03,1.951860E+03,1.028247E-01,1.724655E-01,3.256741E+03,2.843489E+03,1.690677E-01,2.512510E-01,2.004679E+03,2.289479E+03,1.040689E-01,2.023015E-01
15:00:00,1.256685E+03,2.863035E+03,6.524050E-02,2.529723E-01,3.266471E+03,3.395873E+03,1.695728E-01,3.000548E-01,1.980709E+03,1.944623E+03,1.028245E-01,1.718247E-01,3.256736E+03,2.848012E+03,1.690674E-01,2.516485E-01,2.004675E+03,2.405372E+03,1.040687E-01,2.125398E-01
15:10:00,1.256684E+03,2.866997E+03,6.524041E-02,2.533202E-01,3.266465E+03,3.353236E+03,1.695725E-01,2.962851E-01,1.980705E+03,1.936755E+03,1.028244E-01,1.711282E-01,3.256731E+03,2.851245E+03,1.690672E-01,2.519319E-01,2.004672E+03,2.523464E+03,1.040685E-01,2.229721E-01
15:20:00,1.256682E+03,2.870404E+03,6.524033E-02,2.536191E-01,3.266461E+03,3.307740E+03,1.695723E-01,2.922628E-01,1.980702E+03,1.928181E+03,1.028242E-01,1.703692E-01,3.256726E+03,2.853136E+03,1.690669E-01,2.520968E-01,2.004669E+03,2.642275E+03,1.040684E-01,2.334677E-01
15:30:00,1.256681E+03,2.873217E+03,6.524025E-02,2.538656E-01,3.266456E+03,3.263071E+03,1.695720E-01,2.883136E-01,1.980699E+03,1.919263E+03,1.028240E-01,1.695799E-01,3.256721E+03,2.854332E+03,1.690667E-01,2.522002E-01,2.004666E+03,2.755592E+03,1.040682E-01,2.434776E-01
15:40:00,1.256679E+03,2.875408E+03,6.524017E-02,2.540570E-01,3.266451E+03,3.220663E+03,1.695718E-01,2.845643E-01,1.980696E+03,1.911418E+03,1.028239E-01,1.688854E-01,3.256716E+03,2.854220E+03,1.690664E-01,2.521881E-01,2.004662E+03,2.861660E+03,1.040680E-01,2.528469E-01
15:50:00,1.256678E+03,2.877036E+03,6.524010E-02,2.541992E-01,3.266447E+03,3.181287E+03,1.695715E-01,2.810833E-01,1.980693E+03,1.903431E+03,1.028237E-01,1.681785E-01,3.256712E+03,2.852730E+03,1.690662E-01,2.520546E-01,2.004659E+03,2.959120E+03,1.040679E-01,2.614558E-01
16:00:00,1.256676E+03,2.878007E+03,6.524002E-02,2.542840E-01,3.266442E+03,3.145476E+03,1.695713E-01,2.779182E-01,1.980690E+03,1.894939E+03,1.028236E-01,1.674275E-01,3.256708E+03,2.849683E+03,1.690660E-01,2.517843E-01,2.004657E+03,3.046708E+03,1.040677E-01,2.691932E-01
16:10:00,1.256675E+03,2.878273E+03,6.523995E-02,2.543066E-01,3.266438E+03,3.114286E+03,1.695711E-01,2.751614E-01,1.980687E+03,1.886025E+03,1.028234E-01,1.666393E-01,3.256703E+03,2.845225E+03,1.690657E-01,2.513894E-01,2.004654E+03,3.123511E+03,1.040676E-01,2.759778E-01
16:20:00,1.256674E+03,2.877843E+03,6.523988E-02,2.542676E-01,3.266434E+03,3.087595E+03,1.695709E-01,2.728021E-01,1.980684E+03,1.876676E+03,1.028233E-01,1.658126E-01,3.256699E+03,2.839325E+03,1.690655E-01,2.508670E-01,2.004651E+03,3.188705E+03,1.040674E-01,2.817367E-01
16:30:00,1.256672E+03,2.876686E+03,6.523981E-02,2.541645E-01,3.266430E+03,3.060551E+03,1.695707E-01,2.704116E-01,1.980682E+03,1.865940E+03,1.028231E-01,1.648634E-01,3.256695E+03,2.827432E+03,1.690653E-01,2.498152E-01,2.004648E+03,3.246230E+03,1.040673E-01,2.868180E-01
16:40:00,1.256671E+03,2.874738E+03,6.523975E-02,2.539914E-01,3.266426E+03,3.033796E+03,1.695705E-01,2.680467E-01,1.980679E+03,1.852588E+03,1.028230E-01,1.636830E-01,3.256691E+03,2.812544E+03,1.690651E-01,2.484987E-01,2.004646E+03,3.296195E+03,1.040672E-01,2.912313E-01
16:50:00,1.256670E+03,2.872033E+03,6.523968E-02,2.537520E-01,3.266422E+03,3.007412E+03,1.695703E-01,2.657153E-01,1.980677E+03,1.837988E+03,1.028229E-01,1.623928E-01,3.256688E+03,2.795454E+03,1.690649E-01,2.469884E-01,2.004643E+03,3.338632E+03,1.040670E-01,2.949803E-01
17:00:00,1.256669E+03,2.868449E+03,6.523962E-02,2.534354E-01,3.266418E+03,2.980633E+03,1.695701E-01,2.633493E-01,1.980674E+03,1.822316E+03,1.028227E-01,1.610081E-01,3.256684E+03,2.776206E+03,1.690647E-01,2.452877E-01,2.004641E+03,3.373288E+03,1.040669E-01,2.980420E-01
17:10:00,1.256667E+03,2.863976E+03,6.523956E-02,2.530398E-01,3.266415E+03,2.956355E+03,1.695699E-01,2.612038E-01,1.980672E+03,1.805606E+03,1.028226E-01,1.595315E-01,3.256680E+03,2.754622E+03,1.690646E-01,2.433802E-01,2.004638E+03,3.399942E+03,1.040668E-01,3.003965E-01
17:20:00,1.256666E+03,2.858775E+03,6.523950E-02,2.525798E-01,3.266411E+03,2.932194E+03,1.695697E-01,2.590685E-01,1.980669E+03,1.787889E+03,1.028225E-01,1.579657E-01,3.256677E+03,2.731694E+03,1.690644E-01,2.413539E-01,2.004636E+03,3.416787E+03,1.040667E-01,3.018840E-01
17:30:00,1.256665E+03,2.853122E+03,6.523944E-02,2.520798E-01,3.266408E+03,2.908951E+03,1.695695E-01,2.570143E-01,1.980667E+03,1.770101E+03,1.028224E-01,1.563937E-01,3.256674E+03,2.715184E+03,1.690642E-01,2.398946E-01,2.004634E+03,3.422101E+03,1.040666E-01,3.023528E-01
17:40:00,1.256664E+03,2.847376E+03,6.523938E-02,2.515716E-01,3.266405E+03,2.885215E+03,1.695694E-01,2.549166E-01,1.980665E+03,1.751694E+03,1.028223E-01,1.547671E-01,3.256670E+03,2.705610E+03,1.690640E-01,2.390482E-01,2.004632E+03,3.416992E+03,1.040664E-01,3.019007E-01
17:50:00,1.256663E+03,2.841828E+03,6.523933E-02,2.510809E-01,3.266401E+03,2.860513E+03,1.695692E-01,2.527335E-01,1.980663E+03,1.732560E+03,1.028221E-01,1.530761E-01,3.256667E+03,2.703699E+03,1.690639E-01,2.388788E-01,2.004629E+03,3.401426E+03,1.040663E-01,3.005247E-01
18:00:00,1.256662E+03,2.836664E+03,6.523927E-02,2.506241E-01,3.266398E+03,2.834597E+03,1.695690E-01,2.504433E-01,1.980661E+03,1.712789E+03,1.028220E-01,1.513290E-01,3.256664E+03,2.710033E+03,1.690637E-01,2.394379E-01,2.004627E+03,3.375211E+03,1.040662E-01,2.982077E-01
18:10:00,1.256661E+03,2.831994E+03,6.523922E-02,2.502114E-01,3.386242E+03,2.806761E+03,1.757905E-01,2.479837E-01,2.060556E+03,1.692375E+03,1.069697E-01,1.495253E-01,3.376508E+03,2.724672E+03,1.752852E-01,2.407313E-01,2.084523E+03,3.337894E+03,1.082139E-01,2.949105E-01
18:20:00,1.256660E+03,2.827648E+03,6.523917E-02,2.498274E-01,3.506121E+03,2.777149E+03,1.820136E-01,2.453675E-01,2.140477E+03,1.671582E+03,1.111185E-01,1.476881E-01,3.496387E+03,2.744231E+03,1.815083E-01,2.424594E-01,2.164444E+03,3.290836E+03,1.123626E-01,2.907527E-01
18:30:00,1.256659E+03,2.823254E+03,6.523912E-02,2.494392E-01,3.626054E+03,2.745803E+03,1.882391E-01,2.425979E-01,2.220432E+03,1.650316E+03,1.152687E-01,1.458093E-01,3.616319E+03,2.763288E+03,1.877337E-01,2.441433E-01,2.244399E+03,3.233305E+03,1.165129E-01,2.856697E-01
18:40:00,1.256658E+03,2.818297E+03,6.523909E-02,2.490012E-01,3.746054E+03,2.712032E+03,1.944675E-01,2.396141E-01,2.300432E+03,1.629685E+03,1.194209E-01,1.439864E-01,3.736318E+03,2.775512E+03,1.939621E-01,2.452233E-01,2.324400E+03,3.163109E+03,1.206651E-01,2.794677E-01
18:50:00,1.256659E+03,2.812264E+03,6.523910E-02,2.484682E-01,3.866108E+03,2.676468E+03,2.006982E-01,2.364720E-01,2.380467E+03,1.609049E+03,1.235746E-01,1.421632E-01,3.856370E+03,2.781935E+03,2.001927E-01,2.457908E-01,2.404434E+03,3.081187E+03,1.248188E-01,2.722296E-01
19:00:00,1.256660E+03,2.804751E+03,6.523918E-02,2.478044E-01,3.986202E+03,2.639282E+03,2.069306E-01,2.331865E-01,2.460527E+03,1.588257E+03,1.277293E-01,1.403262E-01,3.976463E+03,2.777502E+03,2.064250E-01,2.453991E-01,2.484495E+03,2.988991E+03,1.289735E-01,2.640838E-01
19:10:00,1.256663E+03,2.795502E+03,6.523935E-02,2.469873E-01,3.986481E+03,2.608319E+03,2.069427E-01,2.304509E-01,2.460710E+03,1.572414E+03,1.277372E-01,1.389265E-01,3.976740E+03,2.770994E+03,2.064371E-01,2.448241E-01,2.484679E+03,2.892567E+03,1.289815E-01,2.555646E-01
19:20:00,1.256668E+03,2.784367E+03,6.523962E-02,2.460034E-01,3.986750E+03,2.575467E+03,2.069544E-01,2.275487E-01,2.460884E+03,1.555752E+03,1.277447E-01,1.374545E-01,3.977008E+03,2.749544E+03,2.064487E-01,2.429292E-01,2.484855E+03,2.779492E+03,1.289890E-01,2.455747E-01
19:30:00,1.256676E+03,2.771161E+03,6.523999E-02,2.448367E-01,3.986988E+03,2.541092E+03,2.069648E-01,2.245121E-01,2.461039E+03,1.538428E+03,1.277514E-01,1.359244E-01,3.977245E+03,2.712888E+03,2.064590E-01,2.396910E-01,2.485010E+03,2.652723E+03,1.289957E-01,2.343749E-01
19:40:00,1.256685E+03,2.755741E+03,6.524047E-02,2.434742E-01,3.987175E+03,2.505941E+03,2.069730E-01,2.214070E-01,2.461160E+03,1.519206E+03,1.277567E-01,1.342265E-01,3.977432E+03,2.662430E+03,2.064672E-01,2.352334E-01,2.485131E+03,2.517256E+03,1.290010E-01,2.224067E-01
19:50:00,1.256696E+03,2.738146E+03,6.524102E-02,2.419196E-01,3.987326E+03,2.469337E+03,2.069798E-01,2.181736E-01,2.461258E+03,1.498521E+03,1.277611E-01,1.323993E-01,3.977582E+03,2.599301E+03,2.064740E-01,2.296564E-01,2.485229E+03,2.379528E+03,1.290054E-01,2.102388E-01
20:00:00,1.256707E+03,2.718668E+03,6.524162E-02,2.401987E-01,3.987448E+03,2.433035E+03,2.069854E-01,2.149670E-01,2.461338E+03,1.477416E+03,1.277648E-01,1.305352E-01,3.977705E+03,2.533586E+03,2.064797E-01,2.238510E-01,2.485308E+03,2.246752E+03,1.290091E-01,1.985085E-01
20:10:00,1.256719E+03,2.697832E+03,6.524224E-02,2.383581E-01,3.987550E+03,2.387691E+03,2.069902E-01,2.109618E-01,2.461404E+03,1.451436E+03,1.277680E-01,1.282404E-01,3.977807E+03,2.458319E+03,2.064845E-01,2.172018E-01,2.485375E+03,2.117088E+03,1.290122E-01,1.870532E-01
20:20:00,1.256731E+03,2.676126E+03,6.524287E-02,2.364409E-01,3.987636E+03,2.343985E+03,2.069943E-01,2.071013E-01,2.461460E+03,1.426279E+03,1.277707E-01,1.260184E-01,3.977893E+03,2.389377E+03,2.064886E-01,2.111116E-01,2.485431E+03,2.005925E+03,1.290149E-01,1.772324E-01
20:30:00,1.256743E+03,2.654249E+03,6.524348E-02,2.345084E-01,3.987708E+03,2.302651E+03,2.069978E-01,2.034502E-01,2.461508E+03,1.402170E+03,1.277730E-01,1.238889E-01,3.977966E+03,2.329858E+03,2.064921E-01,2.058538E-01,2.485478E+03,1.913629E+03,1.290173E-01,1.690784E-01
20:40:00,1.256754E+03,2.632973E+03,6.524406E-02,2.326295E-01,3.987770E+03,2.264380E+03,2.070009E-01,2.000702E-01,2.461549E+03,1.379558E+03,1.277750E-01,1.218919E-01,3.978027E+03,2.281867E+03,2.064951E-01,2.016150E-01,2.485519E+03,1.839535E+03,1.290193E-01,1.625329E-01
20:50:00,1.256765E+03,2.612766E+03,6.524461E-02,2.308454E-01,3.987822E+03,2.229730E+03,2.070035E-01,1.970105E-01,2.461584E+03,1.358804E+03,1.277768E-01,1.200593E-01,3.978080E+03,2.242249E+03,2.064978E-01,1.981164E-01,2.485554E+03,1.778369E+03,1.290210E-01,1.571300E-01
21:00:00,1.256775E+03,2.593880E+03,6.524514E-02,2.291781E-01,3.987867E+03,2.197360E+03,2.070057E-01,1.941523E-01,2.461614E+03,1.339209E+03,1.277783E-01,1.183291E-01,3.978126E+03,2.205801E+03,2.065000E-01,1.948978E-01,2.485584E+03,1.723752E+03,1.290225E-01,1.523056E-01
21:10:00,1.256784E+03,2.576280E+03,6.524563E-02,2.276241E-01,3.987907E+03,2.166682E+03,2.070077E-01,1.914432E-01,2.461641E+03,1.320484E+03,1.277796E-01,1.166756E-01,3.978165E+03,2.171546E+03,2.065020E-01,1.918727E-01,2.485610E+03,1.674177E+03,1.290238E-01,1.479265E-01
21:20:00,1.256793E+03,2.559925E+03,6.524608E-02,2.261799E-01,3.987941E+03,2.137626E+03,2.070094E-01,1.888771E-01,2.461664E+03,1.302626E+03,1.277808E-01,1.150985E-01,3.978199E+03,2.139327E+03,2.065038E-01,1.890272E-01,2.485633E+03,1.628992E+03,1.290250E-01,1.439350E-01
21:30:00,1.256801E+03,2.544687E+03,6.524650E-02,2.248344E-01,3.987971E+03,2.110033E+03,2.070110E-01,1.864403E-01,2.461684E+03,1.285565E+03,1.277818E-01,1.135917E-01,3.978229E+03,2.108936E+03,2.065053E-01,1.863432E-01,2.485654E+03,1.587630E+03,1.290260E-01,1.402813E-01
21:40:00,1.256809E+03,2.530632E+03,6.524689E-02,2.235930E-01,3.987997E+03,2.083976E+03,2.070123E-01,1.841386E-01,2.461702E+03,1.269368E+03,1.277827E-01,1.121610E-01,3.978256E+03,2.080415E+03,2.065066E-01,1.838238E-01,2.485671E+03,1.549739E+03,1.290270E-01,1.369339E-01
21:50:00,1.256816E+03,2.517312E+03,6.524725E-02,2.224178E-01,3.988021E+03,2.058918E+03,2.070135E-01,1.819268E-01,2.461718E+03,1.253730E+03,1.277836E-01,1.107806E-01,3.978279E+03,2.053206E+03,2.065078E-01,1.814219E-01,2.485687E+03,1.514693E+03,1.290278E-01,1.338388E-01
22:00:00,1.256822E+03,2.504928E+03,6.524759E-02,2.213255E-01,3.988042E+03,2.035114E+03,2.070146E-01,1.798258E-01,2.461732E+03,1.238829E+03,1.277843E-01,1.094655E-01,3.978300E+03,2.027565E+03,2.065089E-01,1.791587E-01,2.485702E+03,1.482341E+03,1.290285E-01,1.309818E-01
22:10:00,1.256828E+03,2.493286E+03,6.524790E-02,2.202987E-01,3.988060E+03,2.012518E+03,2.070156E-01,1.778316E-01,2.461745E+03,1.224634E+03,1.277849E-01,1.082127E-01,3.978319E+03,2.003349E+03,2.065099E-01,1.770213E-01,2.485714E+03,1.452424E+03,1.290292E-01,1.283399E-01
22:20:00,1.256833E+03,2.482338E+03,6.524818E-02,2.193332E-01,3.988077E+03,1.991096E+03,2.070164E-01,1.759411E-01,2.461756E+03,1.211097E+03,1.277855E-01,1.070180E-01,3.978336E+03,1.980459E+03,2.065108E-01,1.750010E-01,2.485726E+03,1.424703E+03,1.290298E-01,1.258921E-01
22:30:00,1.256838E+03,2.472021E+03,6.524844E-02,2.184235E-01,3.988093E+03,1.970744E+03,2.070172E-01,1.741452E-01,2.461767E+03,1.198166E+03,1.277861E-01,1.058768E-01,3.978351E+03,1.958781E+03,2.065116E-01,1.730879E-01,2.485736E+03,1.398958E+03,1.290303E-01,1.236188E-01
22:40:00,1.256843E+03,2.462049E+03,6.524869E-02,2.175443E-01,3.988107E+03,1.951068E+03,2.070179E-01,1.724089E-01,2.461776E+03,1.185610E+03,1.277866E-01,1.047688E-01,3.978366E+03,1.937917E+03,2.065123E-01,1.712467E-01,2.485746E+03,1.374824E+03,1.290308E-01,1.214878E-01
22:50:00,1.256848E+03,2.452804E+03,6.524891E-02,2.167276E-01,3.988120E+03,1.932515E+03,2.070186E-01,1.707697E-01,2.461785E+03,1.173712E+03,1.277870E-01,1.037176E-01,3.978378E+03,1.918300E+03,2.065130E-01,1.695135E-01,2.485755E+03,1.352452E+03,1.290313E-01,1.195112E-01
23:00:00,1.256852E+03,2.443949E+03,6.524912E-02,2.159453E-01,3.988132E+03,1.914663E+03,2.070192E-01,1.691923E-01,2.461793E+03,1.162209E+03,1.277875E-01,1.027011E-01,3.978390E+03,1.899476E+03,2.065136E-01,1.678502E-01,2.485763E+03,1.331481E+03,1.290317E-01,1.176582E-01
23:10:00,1.256855E+03,2.435550E+03,6.524932E-02,2.152032E-01,3.988143E+03,1.897380E+03,2.070198E-01,1.676652E-01,2.461801E+03,1.151042E+03,1.277879E-01,1.017143E-01,3.978401E+03,1.881373E+03,2.065141E-01,1.662506E-01,2.485770E+03,1.311709E+03,1.290321E-01,1.159111E-01
23:20:00,1.256859E+03,2.427553E+03,6.524950E-02,2.144967E-01,3.988153E+03,1.880562E+03,2.070203E-01,1.661791E-01,2.461808E+03,1.140184E+03,1.277882E-01,1.007549E-01,3.978412E+03,1.863909E+03,2.065147E-01,1.647075E-01,2.485777E+03,1.292994E+03,1.290324E-01,1.142575E-01
23:30:00,1.256862E+03,2.419921E+03,6.524967E-02,2.138223E-01,3.988162E+03,1.864180E+03,2.070208E-01,1.647316E-01,2.461814E+03,1.129619E+03,1.277886E-01,9.982130E-02,3.978421E+03,1.847031E+03,2.065152E-01,1.632160E-01,2.485784E+03,1.275218E+03,1.290328E-01,1.126868E-01
23:40:00,1.256865E+03,2.412619E+03,6.524983E-02,2.131772E-01,3.988171E+03,1.848213E+03,2.070213E-01,1.633206E-01,2.461821E+03,1.119325E+03,1.277889E-01,9.891171E-02,3.978430E+03,1.830685E+03,2.065156E-01,1.617717E-01,2.485790E+03,1.258272E+03,1.290331E-01,1.111893E-01
23:50:00,1.256868E+03,2.405618E+03,6.524998E-02,2.125586E-01,3.988180E+03,1.832632E+03,2.070217E-01,1.619439E-01,2.461826E+03,1.109284E+03,1.277892E-01,9.802447E-02,3.978439E+03,1.814825E+03,2.065161E-01,1.603703E-01,2.485796E+03,1.242047E+03,1.290334E-01,1.097557E-01
24:00:00,1.256871E+03,2.398890E+03,6.525012E-02,2.119642E-01,3.988188E+03,1.817411E+03,2.070222E-01,1.605989E-01,2.461832E+03,1.099478E+03,1.277895E-01,9.715800E-02,3.978447E+03,1.799403E+03,2.065165E-01,1.590076E-01,2.485801E+03,1.226493E+03,1.290337E-01,1.083812E-01
Peak,1.256929E+03,2.878273E+03,6.525313E-02,2.543066E-01,3.988359E+03,3.565153E+03,2.070311E-01,3.150173E-01,2.461946E+03,3.104862E+03,1.277954E-01,2.743208E-01,3.978616E+03,2.854332E+03,2.065253E-01,2.522002E-01,2.485916E+03,3.422101E+03,1.290396E-01,3.023528E-01

Peak Vol Flow (m3/s),,,5.681320E-02,2.214142E-01,,,1.802534E-01,2.742725E-01,,,1.112662E-01,2.388397E-01,,,1.798130E-01,2.195803E-01,,,1.123494E-01,2.632460E-01
